EpLenMean,InitialReturnMean,InitialReturnStd,OptimizationReturnMin,InitialReturnMax,InitialReturnMin,ReturnStepMaxmin,Weights,OptimizationReturnMax,ESSRenyiHarmonic,EmpiricalD2Harmonic,StdWReturnMean,MeanD2-0,MeanEntropy,Epsilon,Inner Iteration,EpThisIter,InitialBound,ReturnMeanIW,Iteration,WReturnMean,ReturnStepMax,MinTargetPdf,VarianceInitializer,MeanIW,EpisodesSoFar,TimeElapsed,MinBehavPdf,LearnableVariance,ESSRenyiArithmetic,OptimizationReturnMean,MinIW,Bound,TimestepsSoFar,Penalization,MaxIW,DivergenceHarmonic,StdIW,EmpiricalD2Arithmetic,EpRewMean
102.1,-70.60837,11.474876,,-49.802914,-102.401115,0.8631109,[-0.23   1.662],52.5982,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1234.6697,43546.188,69,1142.4518,0.8631109,-67.04393,-1.0,41.943058,6900,989.1834597587585,-67.04393,,100.0,31.79275,0.07612559,-797196.25,1242132,True,462.5722,66787988.0,96.90857,1.0,-70.60836577296257
101.91,-70.783325,14.574408,,-49.61316,-106.86452,0.86082715,[-0.232  1.599],57.251358,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1623.5223,96937.61,70,1514.2659,0.86082715,-75.69255,-1.0,187.87024,7000,998.767505645752,-75.69255,,100.0,36.081192,0.06446367,-1150694.0,1252323,True,8905.746,93020720.0,920.56506,1.0,-70.78332377016544
99.07,-68.92889,12.668016,,-50.01921,-102.04642,0.8543674,[-0.225  1.662],52.027206,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1347.4761,202719470.0,71,1257.2493,0.8543674,-69.50563,-1.0,196754.56,7100,1007.5497145652771,-69.50563,,100.0,33.11753,0.0032542339,-100685630000000.0,1262230,True,6941662.0,1.2452417e+24,809757.4,1.0,-68.92888696178794
101.66,-70.37102,12.82297,,-50.083084,-111.209045,0.8634312,[0.011 1.743],61.12596,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1956.7185,10901160000.0,72,1832.1735,0.8634312,-73.66292,-1.0,9289866.0,7200,1016.7567195892334,-73.66292,,100.0,40.83803,0.1464038,-2.1640246e+17,1272396,True,383156540.0,3.019006e+30,43501520.0,1.0,-70.37101310417056
104.12,-72.09187,13.036325,,-50.25601,-111.65749,0.86235774,[-0.01   1.619],61.401485,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1861.0544,151604920000.0,73,1735.384,0.86235774,-79.12657,-1.0,94398690.0,7300,1024.3177433013916,-79.12657,,100.0,39.56562,0.016724998,-2.3883223e+18,1282808,True,8543257600.0,3.6117086e+32,850531100.0,1.0,-72.09187250643969
106.51,-74.38157,16.410915,,-49.90129,-127.59345,0.85924053,[-0.033  1.496],77.69216,100.0,1.0,,1.0,0.4189424,2.0,1,100,-3302.024,170766320000.0,74,3100.823,0.85924053,-86.37759,-1.0,127740920.0,7400,1032.526195049286,-86.37759,,100.0,53.21189,0.7317831,-6.009213e+18,1293459,True,12458849000.0,8.920085e+32,1239438600.0,1.0,-74.3815651781857
107.57,-74.58476,14.495564,,-49.883724,-114.08648,0.8631972,[0.02 1.61],64.20276,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1907.9053,68890.27,75,1770.5071,0.8631972,-79.636665,-1.0,45.28114,7500,1042.5833129882812,-79.636665,,100.0,39.50172,0.030806601,-2917524.0,1304216,True,642.53156,429834270.0,85.74483,1.0,-74.58475949928165
107.42,-74.76561,13.708109,,-50.13404,-110.83478,0.86885124,[0.021 1.547],60.700737,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1611.7155,6298292000.0,76,1488.8972,0.86885124,-87.014946,-1.0,8594526.0,7600,1051.8754937648773,-87.014946,,100.0,36.06917,0.68052185,-4.1608764e+17,1314958,True,440240640.0,1.1477208e+31,58196476.0,1.0,-74.76560714870692
102.14,-70.68113,12.85342,,-49.987885,-123.743706,0.85897785,[-0.022  1.665],73.75582,100.0,1.0,,1.0,0.4189424,2.0,1,100,-3162.175,16645469000.0,77,2980.8474,0.85897785,-72.61528,-1.0,6148423.5,7700,1061.305662870407,-72.61528,,100.0,53.062576,2.63268,-2.6171667e+18,1325172,True,306153300.0,2.083147e+32,39089520.0,1.0,-70.68113060355186
97.52,-67.556854,11.964004,,-49.685528,-102.5225,0.8599806,[-0.03   1.789],52.83697,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1458.7911,5650507300.0,78,1365.7339,0.8599806,-74.2173,-1.0,11014953.0,7800,1069.4174485206604,-74.2173,,100.0,34.96565,0.10205906,-1.7996269e+17,1334924,True,571834430.0,3.7398634e+30,62400148.0,1.0,-67.55685175493359
100.16,-69.716125,13.2767725,,-49.94352,-114.63239,0.8516448,[-0.038  1.914],64.68887,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2333.2305,8882090000.0,79,2193.744,0.8516448,-65.345505,-1.0,5006723.0,7900,1077.8861708641052,-65.345505,,100.0,44.91627,0.4496671,-1.6674705e+17,1344940,True,282091140.0,1.4290268e+30,28925268.0,1.0,-69.71612271770834
99.96,-69.29461,11.355914,,-50.612446,-99.42743,0.8637049,[-0.031  1.789],48.814983,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1116.3724,171081.81,80,1036.9434,0.8637049,-69.11038,-1.0,179.67766,8000,1087.297700881958,-69.11038,,100.0,30.132818,0.055192992,-2293259.2,1354936,True,7264.084,713827600.0,792.88727,1.0,-69.29461329430342
100.68,-69.87523,15.692433,,-50.26909,-127.3477,0.86633515,[0.219 1.778],77.07861,100.0,1.0,,1.0,0.4189424,2.0,1,100,-3747.372,121338.09,81,3549.3374,0.86633515,-89.72624,-1.0,33.901337,8100,1095.3505218029022,-89.72624,,100.0,57.472466,0.10659202,-1439112.0,1365004,True,694.67865,44278076.0,95.84187,1.0,-69.87523243427276
100.19,-69.41735,11.807479,,-50.554405,-112.7879,0.8658161,[0.24  1.837],62.233498,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2149.5195,225333.66,82,2020.4211,0.8658161,-64.93016,-1.0,141.08195,8200,1103.4750697612762,-64.93016,,100.0,43.37055,0.01839841,-1215008.0,1375023,True,11066.312,58766560.0,1100.4814,1.0,-69.417354093194
103.43,-71.61654,13.9495325,,-50.135582,-118.15381,0.86071473,[0.221 1.777],68.01823,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2514.5205,108206.56,83,2360.3064,0.86071473,-71.76051,-1.0,50.247887,8300,1112.6470124721527,-71.76051,,100.0,46.53727,0.021209264,-1464714.8,1385366,True,1343.7153,77372410.0,150.32971,1.0,-71.61654365345835
100.58,-69.58495,13.866373,,-49.67401,-111.84587,0.8589489,[0.212 1.715],62.17186,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2107.1045,105019.28,84,1978.2612,0.8589489,-75.2061,-1.0,100.53129,8400,1120.8849959373474,-75.2061,,100.0,42.260914,0.007935548,-1539299.0,1395424,True,4504.9214,123918110.0,490.7631,1.0,-69.58495534181594
100.05,-69.01657,13.088798,,-40.615074,-104.69165,0.8607561,[0.217 1.778],64.07658,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1580.8868,114334.09,85,1444.0281,0.8607561,-60.939873,-1.0,133.6711,8500,1128.428433418274,-60.939873,,100.0,35.67508,0.04300403,-5515843.0,1405429,True,8170.3765,1557670400.0,819.5448,1.0,-69.01656910181046
99.13,-68.672455,12.852366,,-49.69771,-102.47951,0.8590932,[0.226 1.839],52.7818,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1400.9628,1450128400.0,86,1308.0999,0.8590932,-68.96857,-1.0,2602349.0,8600,1136.6082699298859,-68.96857,,100.0,33.807053,0.16814117,-1.9622565e+18,1415342,True,112971740.0,4.464956e+32,14025696.0,1.0,-68.67245680376887
100.79,-69.49105,13.819005,,-49.526497,-128.13335,0.8587054,[0.232 1.964],78.60685,100.0,1.0,,1.0,0.4189424,2.0,1,100,-3835.848,52418600.0,87,3629.8833,0.8587054,-75.08479,-1.0,19474.84,8700,1146.105612039566,-75.08479,,100.0,58.64229,0.038890343,-276538030000.0,1425421,True,1020240.0,1.8019636e+18,115892.78,1.0,-69.49105420053006
101.66,-70.97017,12.492344,,-50.32949,-106.958916,0.8578538,[0.469 1.883],56.629425,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1558.1431,7858693600.0,88,1451.2488,0.8578538,-74.97864,-1.0,20991670.0,8800,1155.6040716171265,-74.97864,,100.0,35.988754,1.3292598,-3.2341862e+19,1435587,True,1670080000.0,9.153854e+34,167383870.0,1.0,-70.97016432523728
103.13,-71.50562,14.465921,,-50.454742,-117.48707,0.8670672,[0.463 1.758],67.032326,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2473.3313,282359100.0,89,2323.556,0.8670672,-72.307076,-1.0,242150.56,8900,1164.510841369629,-72.307076,,100.0,45.981445,0.79692894,-1.8614755e+16,1445900,True,18560416.0,1.5446142e+28,1853879.0,1.0,-71.50562466129661
105.19,-73.02659,14.455853,,-50.939407,-120.407845,0.8588684,[0.398 1.652],69.46844,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2614.8162,151338.39,90,2453.9546,0.8588684,-72.69446,-1.0,76.15832,9000,1174.559012413025,-72.69446,,100.0,47.38125,0.022616105,-2172250.2,1456419,True,1862.7336,157829100.0,216.71785,1.0,-73.02659417405725
102.22,-71.123055,13.06704,,-50.423676,-106.507645,0.86936164,[0.395 1.589],56.08397,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1527.6635,2430751.2,91,1422.817,0.86936164,-69.04254,-1.0,2085.1096,9100,1182.742433309555,-69.04254,,100.0,35.384594,0.041562803,-5518972400.0,1466641,True,134053.22,2768351500000000.0,13823.838,1.0,-71.12305187985301
107.65,-75.513054,16.585817,,-49.833717,-123.93785,0.8520866,[0.294 1.515],74.10413,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2803.0967,45421617000.0,92,2620.0508,0.8520866,-83.191376,-1.0,22417908.0,9200,1191.588879108429,-83.191376,,100.0,48.424805,0.0033769815,-4.7955195e+19,1477406,True,1606198300.0,6.8634743e+34,169593970.0,1.0,-75.51304901391268
112.5,-78.687,17.081327,,-51.45545,-144.70511,0.8704988,[0.282 1.391],93.249664,100.0,1.0,,1.0,0.4189424,2.0,1,100,-4940.011,379895.28,93,4650.1626,0.8704988,-81.46287,-1.0,84.534485,9300,1200.6063902378082,-81.46287,,100.0,66.018105,0.08659459,-5962601.5,1488656,True,1780.1199,370973440.0,217.69707,1.0,-78.68699987158179
111.24,-77.73328,14.781328,,-49.849266,-126.101685,0.8527948,[0.171 1.335],76.25242,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2751.8035,895538100.0,94,2557.9897,0.8527948,-77.838776,-1.0,320973.75,9400,1211.6496906280518,-77.838776,,100.0,48.368404,0.0065700226,-262730100000000.0,1499780,True,22753194.0,1.8375737e+24,2283081.5,1.0,-77.73328161954879
109.86,-76.54771,14.976276,,-51.68007,-121.941345,0.86919,[0.243 1.437],70.26128,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2449.4243,146032.67,95,2284.871,0.86919,-73.96038,-1.0,132.81772,9500,1219.990308046341,-73.96038,,100.0,45.39364,0.06966357,-4373667.0,1510766,True,6674.575,660044540.0,686.86847,1.0,-76.5477074970305
109.63,-76.328735,16.569555,,-50.48993,-138.85184,0.86921453,[0.248 1.5  ],88.36191,100.0,1.0,,1.0,0.4189424,2.0,1,100,-4443.948,331235130000.0,96,4183.6885,0.86921453,-82.26042,-1.0,181267580.0,9600,1229.5258576869965,-82.26042,,100.0,62.523106,0.075361066,-3.7073003e+19,1521729,True,17700841000.0,2.0290729e+34,1760913800.0,1.0,-76.32873250499368
105.16,-72.587326,14.084032,,-50.352158,-119.56096,0.86229634,[0.258 1.624],69.2088,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2564.5425,106103480000.0,97,2404.882,0.86229634,-78.49109,-1.0,80722130.0,9700,1237.3264701366425,-78.49109,,100.0,46.973633,0.017796062,-8.527029e+19,1532245,True,7812864500.0,2.8522836e+35,777164860.0,1.0,-72.58732731595636
105.26,-73.31368,15.632333,,-50.3447,-111.82298,0.8646339,[0.273 1.5  ],61.478283,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1853.321,16763455000.0,98,1727.3359,0.8646339,-76.90422,-1.0,24746078.0,9800,1245.4369633197784,-76.90422,,100.0,38.5093,0.06489298,-4.1034381e+18,1542771,True,1179233200.0,1.0608435e+33,143717660.0,1.0,-73.31368359133602
105.62,-73.59219,15.161408,,-50.94096,-122.594185,0.8587831,[0.285 1.624],71.65323,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2802.2017,8787212000.0,99,2631.063,0.8587831,-81.634514,-1.0,7024781.5,9900,1253.8551681041718,-81.634514,,100.0,49.00199,0.064908326,-2.476882e+19,1553333,True,306838460.0,2.0946428e+34,39142590.0,1.0,-73.59219583466648
101.45,-70.09648,12.276708,,-50.192142,-112.6064,0.85950446,[0.278 1.749],62.414257,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2087.6606,24232172000.0,100,1957.8103,0.85950446,-68.19125,-1.0,28176284.0,10000,1263.0839834213257,-68.19125,,100.0,42.50991,0.2033166,-3625292200000000.0,1563478,True,2709256700.0,7.794486e+26,269569920.0,1.0,-70.09648681074381
100.8,-69.41591,12.419851,,-50.549976,-110.035034,0.8645339,[0.338 1.859],59.485058,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1922.1136,144078.12,101,1804.1663,0.8645339,-67.95735,-1.0,103.0415,10100,1271.8824377059937,-67.95735,,100.0,40.61913,0.031313468,-1174382.5,1573558,True,4806.4526,76303064.0,490.03836,1.0,-69.41590819731354
100.08,-69.1691,13.021775,,-51.40323,-131.76999,0.86037225,[0.354 1.92 ],80.36676,100.0,1.0,,1.0,0.4189424,2.0,1,100,-4303.7275,878703940.0,102,4088.438,0.86037225,-85.74302,-1.0,309207.9,10200,1280.8096063137054,-85.74302,,100.0,62.600895,0.25856313,-2.2847435e+16,1583566,True,10373708.0,1.1261898e+28,1463461.2,1.0,-69.16909957543015
101.32,-70.017586,10.491943,,-50.577766,-102.75354,0.8617493,[0.303 2.034],52.175774,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1272.4655,7156544500.0,103,1181.7236,0.8617493,-71.66146,-1.0,11062111.0,10300,1288.5912110805511,-71.66146,,100.0,32.735954,0.025435343,-1.1202188e+17,1593698,True,500405630.0,1.5239565e+30,66047670.0,1.0,-70.01758528828621
99.74,-68.987526,11.648319,,-50.830402,-102.96512,0.8658417,[0.324 1.911],52.134716,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1380.7596,1294100900.0,104,1290.1603,0.8658417,-71.79743,-1.0,17310238.0,10400,1297.418539762497,-71.79743,,100.0,33.977596,0.16245283,-1.981075e+18,1603672,True,1626632600.0,4.7811937e+32,161927170.0,1.0,-68.98752307504415
101.63,-70.82315,14.165668,,-50.432293,-114.28786,0.8559058,[0.296 1.789],63.855564,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2225.7627,2082379700000.0,105,2089.8464,0.8559058,-73.362816,-1.0,1204215800.0,10500,1306.2077989578247,-73.362816,,100.0,43.464706,0.8937378,-1.8202505e+20,1613835,True,89122000000.0,1.7935351e+36,9015011000.0,1.0,-70.82315295249224
99.14,-68.70428,13.755964,,-40.518524,-106.98906,0.86326355,[0.085 1.922],66.470535,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1802.2264,3270329300.0,106,1654.9509,0.86326355,-76.26657,-1.0,9416463.0,10600,1315.3621788024902,-76.26657,,100.0,38.28478,0.011053537,-5.6913013e+19,1623749,True,488508030.0,1.4933064e+35,53963710.0,1.0,-68.70427692428231
100.39,-69.3805,11.363273,,-50.286095,-102.04205,0.8611965,[0.079 1.797],51.75596,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1285.1893,4417918500.0,107,1195.9011,0.8611965,-76.292145,-1.0,10077729.0,10700,1323.6523134708405,-76.292145,,100.0,32.661556,0.049360443,-3.0933726e+18,1633788,True,639535550.0,1.200233e+33,65479830.0,1.0,-69.38050010114908
100.04,-69.004196,12.591991,,-50.191933,-107.83939,0.85234237,[0.074 1.922],57.64746,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1777.5032,2820547800.0,108,1666.7305,0.85234237,-80.441284,-1.0,3521327.8,10800,1333.7002465724945,-80.441284,,100.0,38.835194,0.14391315,-1.619019e+17,1643792,True,245762860.0,2.1361198e+30,24673558.0,1.0,-69.00419927328825
95.84,-66.11413,11.440516,,-50.132496,-108.73897,0.8638972,[0.119 2.038],58.606472,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2062.2507,2177867300.0,109,1947.7623,0.8638972,-76.38805,-1.0,1759370.5,10900,1342.5299060344696,-76.38805,,100.0,42.62484,0.034432206,-1.3627698e+17,1653376,True,62605876.0,1.4167891e+30,8450900.0,1.0,-66.1141277089715
97.29,-67.59478,13.112135,,-50.088257,-115.576775,0.8639353,[0.102 2.162],65.48852,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2617.155,81685720000.0,110,2474.2,0.8639353,-65.48535,-1.0,84337096.0,11000,1351.5392491817474,-65.48535,,100.0,47.982,0.009555024,-6.634298e+17,1663105,True,8060010000.0,2.1536324e+31,801764300.0,1.0,-67.59477798432111
93.64,-64.110275,10.186116,,-49.54958,-90.865364,0.86271656,[0.104 2.287],41.315784,100.0,1.0,,1.0,0.4189424,2.0,1,100,-876.4901,6409998000.0,111,819.5916,0.86271656,-67.75561,-1.0,15953110.0,11100,1359.293738603592,-67.75561,,100.0,26.755089,0.034472287,-5.656039e+17,1672469,True,779592060.0,9.881055e+31,97475496.0,1.0,-64.1102767084539
95.09,-64.8018,9.196158,,-49.876743,-91.16677,0.8569184,[0.101 2.412],41.290028,100.0,1.0,,1.0,0.4189424,2.0,1,100,-836.50793,61126090000.0,112,779.6809,0.8569184,-68.20787,-1.0,151046720.0,11200,1367.13303399086,-68.20787,,100.0,26.364971,0.16383381,-222069900000000.0,1681978,True,14925176000.0,1.5261673e+25,1484949900.0,1.0,-64.80180194929243
92.67,-63.413593,9.308729,,-50.118637,-87.80203,0.8698269,[0.044 2.524],37.683395,100.0,1.0,,1.0,0.4189424,2.0,1,100,-728.7814,805444300.0,113,681.4483,0.8698269,-63.476837,-1.0,3670760.0,11300,1375.9692244529724,-63.476837,,100.0,24.388437,0.10680204,-4.316594e+17,1691245,True,165295980.0,8.316197e+31,21459698.0,1.0,-63.41359461724758
92.47,-63.528004,9.913024,,-50.2556,-91.54389,0.8634771,[0.059 2.648],41.288292,100.0,1.0,,1.0,0.4189424,2.0,1,100,-939.9805,128228690.0,114,883.15796,0.8634771,-58.38186,-1.0,141418.84,11400,1384.5669236183167,-58.38186,,100.0,28.015886,0.10502837,-49901490000.0,1700492,True,13555698.0,7.672326e+17,1348689.4,1.0,-63.52800460189581
90.65,-62.043594,9.560765,,-41.31212,-91.45955,0.8599013,[-0.02   2.744],50.14743,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1040.5289,484564740.0,115,956.70654,0.8599013,-73.62708,-1.0,1097508.9,11500,1392.5422673225403,-73.62708,,100.0,29.415953,0.3016804,-2544347000000000.0,1709557,True,28850202.0,9.2129806e+26,4795583.5,1.0,-62.04359670266509
90.27,-62.06457,9.069611,,-50.06704,-88.775635,0.85961294,[0.033 2.857],38.708595,100.0,1.0,,1.0,0.4189424,2.0,1,100,-845.6816,1965960.1,116,795.7389,0.85961294,-69.24518,-1.0,8178.5444,11600,1399.6510562896729,-69.24518,,100.0,26.711065,0.099096544,-144026850000.0,1718584,True,501086.8,8.31549e+18,51601.99,1.0,-62.06456913769245
89.06,-61.115826,9.696528,,-39.944168,-92.099976,0.86136734,[-0.202  2.944],52.155807,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1144.7113,217179140.0,117,1054.0403,0.86136734,-56.47296,-1.0,220138.4,11700,1407.5483634471893,-56.47296,,100.0,30.984154,0.35703874,-154813250000000.0,1727490,True,11130808.0,2.9150557e+24,1288366.4,1.0,-61.11582323983312
93.1,-63.78265,10.261517,,-40.8193,-92.82982,0.8636241,[-0.149  2.83 ],52.010517,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1039.2029,4827704300.0,118,949.0369,0.8636241,-73.463394,-1.0,5126440.5,11800,1416.267561674118,-73.463394,,100.0,29.047174,0.0089140795,-9.433447e+16,1736800,True,319578000.0,1.094507e+30,34336988.0,1.0,-63.782646449804304
92.77,-63.48865,10.127617,,-49.912224,-91.03049,0.8590384,[-0.115  2.71 ],41.118263,100.0,1.0,,1.0,0.4189424,2.0,1,100,-917.4765,11191769000.0,119,861.12115,0.8590384,-67.61621,-1.0,29454608.0,11900,1423.9870948791504,-67.61621,,100.0,27.541834,0.34360844,-4.0851113e+16,1746077,True,2846695000.0,5.254253e+29,283224960.0,1.0,-63.488653569817544
94.7,-64.53035,9.601777,,-39.99338,-88.491844,0.8647784,[-0.088  2.832],48.498463,100.0,1.0,,1.0,0.4189424,2.0,1,100,-744.7469,24709196000.0,120,666.3472,0.8647784,-67.17654,-1.0,31549064.0,12000,1432.7675428390503,-67.17654,,100.0,23.961493,0.008003647,-1128072900000000.0,1755547,True,3097847600.0,2.0700744e+26,308188160.0,1.0,-64.53035230696202
91.65,-63.175472,11.409806,,-39.752644,-92.94668,0.8659728,[-0.143  2.72 ],53.194035,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1110.8257,495942.1,121,1016.50824,0.8659728,-72.208496,-1.0,2481.7788,12100,1441.0857710838318,-72.208496,,100.0,29.771204,0.021673333,-187332530000.0,1764712,True,156896.36,3.9447082e+18,15731.556,1.0,-63.17547485768795
90.87,-62.370926,8.522386,,-40.72617,-83.12219,0.85538256,[-0.232  2.807],42.396023,100.0,1.0,,1.0,0.4189424,2.0,1,100,-563.1585,1146506500.0,122,503.24594,0.85538256,-62.013687,-1.0,2976827.0,12200,1447.8574438095093,-62.013687,,100.0,20.751263,0.015700417,-7617425700000000.0,1773799,True,183930300.0,1.6164355e+28,19085626.0,1.0,-62.37093004629016
96.59,-66.386566,11.38343,,-40.46466,-97.56449,0.8636864,[-0.278  2.691],57.09983,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1210.3218,1069215250000.0,123,1101.6455,0.8636864,-75.9086,-1.0,1610380000.0,12300,1455.4071161746979,-75.9086,,100.0,31.177925,0.08864035,-8891969000000000.0,1783458,True,160914360000.0,6.692597e+27,16010655000.0,1.0,-66.38656490057707
91.59,-63.177074,11.428009,,-39.810833,-102.8753,0.8635441,[-0.31   2.812],63.064465,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1839.1145,1432255100.0,124,1706.5481,0.8635441,-66.31248,-1.0,1041385.2,12400,1462.8841667175293,-66.31248,,100.0,39.698223,0.0018564926,-4.7401444e+17,1792617,True,58535684.0,1.278459e+31,7029109.5,1.0,-63.177076530456546
89.7,-61.604515,9.668889,,-39.841537,-88.718285,0.8574572,[-0.359  2.697],48.876747,100.0,1.0,,1.0,0.4189424,2.0,1,100,-908.2722,654479000.0,125,828.64374,0.8574572,-64.4701,-1.0,1688279.6,12500,1470.7878785133362,-64.4701,,100.0,27.113764,0.53129053,-3.72716e+17,1801587,True,69629620.0,2.1907327e+31,8197106.0,1.0,-61.60451770022512
92.08,-63.117466,10.05377,,-49.924427,-94.34093,0.8562143,[-0.347  2.572],44.4165,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1141.7418,2189433800000.0,126,1075.983,0.8562143,-65.26868,-1.0,4015286800.0,12600,1480.5205092430115,-65.26868,,100.0,31.223467,0.023047041,-6379476500000000.0,1810795,True,401411960000.0,9.40453e+27,39939870000.0,1.0,-63.11746137231589
94.72,-65.055664,12.194123,,-40.088997,-112.32239,0.858393,[-0.579  2.479],72.23339,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2556.7578,4970604000.0,127,2382.8398,0.858393,-67.93828,-1.0,2484571.0,12700,1489.3899862766266,-67.93828,,100.0,47.266724,0.57711536,-3.666683e+17,1820267,True,82142070.0,4.4446466e+30,10885035.0,1.0,-65.05566301345826
91.81,-62.96019,10.188136,,-48.735115,-97.41333,0.85409826,[-0.586  2.604],48.678215,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1369.8002,4342294000.0,128,1290.8171,0.85409826,-67.53974,-1.0,7442417.5,12800,1497.0727188587189,-67.53974,,100.0,34.45314,0.07363527,-33671623000000.0,1829448,True,732521000.0,1.8168539e+23,72875900.0,1.0,-62.96018839299679
88.63,-61.21458,10.019575,,-49.086517,-95.96504,0.8604572,[-0.53   2.492],46.878525,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1381.2375,3895153400.0,129,1307.9861,0.8604572,-57.258045,-1.0,3115457.0,12900,1504.3164162635803,-57.258045,,100.0,34.750458,0.35367826,-3.726804e+17,1838311,True,242416420.0,2.5883305e+31,24214228.0,1.0,-61.21458433628082
90.51,-62.046642,9.065238,,-39.9293,-83.916626,0.8636817,[-0.531  2.617],43.987328,100.0,1.0,,1.0,0.4189424,2.0,1,100,-624.9683,51930.027,130,560.4746,0.8636817,-56.65406,-1.0,169.88562,13000,1511.9077336788177,-56.65406,,100.0,21.869984,0.018665487,-60799332.0,1847362,True,4752.268,887130550000.0,644.52985,1.0,-62.04664511069655
95.84,-66.05764,13.019597,,-40.037025,-108.14392,0.86929536,[-0.286  2.569],68.106895,100.0,1.0,,1.0,0.4189424,2.0,1,100,-2095.3806,49727.746,131,1940.7656,0.86929536,-72.578354,-1.0,29.385141,13100,1520.5083289146423,-72.578354,,100.0,42.08629,0.038717747,-1441751.8,1856946,True,281.52267,81053470.0,54.058517,1.0,-66.05763290703297
90.35,-61.73858,9.1860075,,-40.80556,-82.581276,0.85714215,[-0.291  2.632],41.775715,100.0,1.0,,1.0,0.4189424,2.0,1,100,-576.9725,12752228.0,132,518.8008,0.85714215,-57.396538,-1.0,172775.19,13200,1527.9402494430542,-57.396538,,100.0,20.842695,0.03440214,-4181784800000.0,1865981,True,5973732.0,5.1673463e+21,752152.2,1.0,-61.738578208088875
91.02,-62.65941,9.825329,,-48.821396,-88.88427,0.8614293,[-0.365  2.53 ],40.062874,100.0,1.0,,1.0,0.4189424,2.0,1,100,-837.78046,974008900.0,133,784.28046,0.8614293,-63.410965,-1.0,16562456.0,13300,1535.7060413360596,-63.410965,,100.0,26.224863,0.13442868,-3.911535e+19,1875083,True,1550060900.0,5.3452567e+35,154178500.0,1.0,-62.65940744832158
93.57,-64.55087,10.084351,,-50.434708,-94.85629,0.85627884,[0.135 2.503],44.421585,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1085.887,18313339000.0,134,1020.1128,0.85627884,-69.0466,-1.0,41004040.0,13400,1544.2146832942963,-69.0466,,100.0,30.305422,0.03325681,-2.7502726e+16,1884440,True,4049829400.0,1.7483047e+29,402907260.0,1.0,-64.55086990162731
93.22,-63.49309,8.527474,,-40.28701,-84.84947,0.85651785,[0.122 2.628],44.56246,100.0,1.0,,1.0,0.4189424,2.0,1,100,-595.0046,3910741200.0,135,528.8127,0.85651785,-65.75579,-1.0,26868486.0,13500,1553.0975224971771,-65.75579,,100.0,21.356379,0.06883253,-1.10114475e+17,1893762,True,2365689300.0,2.7672898e+30,235860600.0,1.0,-63.49309410184622
89.81,-61.7989,9.213999,,-49.51455,-90.92305,0.86935616,[0.127 2.753],41.4085,100.0,1.0,,1.0,0.4189424,2.0,1,100,-990.2676,506290800.0,136,933.11383,0.86935616,-55.06469,-1.0,1901345.9,13600,1561.425665140152,-55.06469,,100.0,29.124147,0.96141917,-6.360448e+16,1902743,True,163063900.0,1.23839686e+30,16259057.0,1.0,-61.79890144139528
