EpisodesSoFar,MinD2w0t,MeanEntropy,InitialReturnMean,Iteration,MaxIW,EpLenMean,EpThisIter,Bound,InitialReturnStd,MaxD2w0t,EntropyCoefficient,J_sample_variance,TimestepsSoFar,StdD2w0t,MinIW,InitialReturnMax,EmpiricalD2,ReturnStepMax,StdIW,TimeElapsed,ReturnStepMaxmin,InitialReturnMin,MeanD2w0t,EpRewMean,Weights,MeanIW,ReturnMeanIW,InitialBound
23400,,-0.105408065,-5.1116945e-06,234,2.6715052,16.33,100,504.32315,3.610358,1.4833064,,23986.494,550807,0.18839538,0.3429348,13.637466,1.0811872,100.0,0.2878258,2467.714498281479,86.13924,-4.752289,0.034552764,-107.83291872535796,[ 1.354  0.213  0.427 -0.341 -1.528],1.0211384,573.44543,497.09094
23500,,-0.110739216,-6.790161e-06,235,2.2289853,16.73,100,478.8842,4.2852654,1.5463716,,13416.414,552480,0.18712334,0.5418351,22.082321,1.0581573,100.0,0.22704254,2475.6140513420105,86.451294,-4.8464127,0.034778226,-107.56467263188429,[ 1.353  0.216  0.421 -0.338 -1.524],1.0281585,561.1732,468.28738
23600,,-0.12013693,-5.4931643e-06,236,1.4638954,16.55,100,504.78827,3.0233104,1.074701,,6495.1553,554135,0.18159664,0.6137155,11.31736,1.023958,100.0,0.15552881,2483.9614856243134,86.29976,-4.721176,0.033595774,-108.1145445107354,[ 1.357  0.214  0.427 -0.336 -1.53 ],1.0276328,569.2995,491.79846
23700,,-0.111960456,-4.5013426e-06,237,7.992382,17.25,100,479.10272,3.3933413,6.4974685,,198335.6,555860,0.25820374,0.022287149,12.089592,1.6021025,100.0,0.9241848,2493.613607406616,86.835144,-4.7794952,0.04520552,-108.1549721680436,[ 1.342  0.221  0.426 -0.333 -1.539],1.0825645,566.53094,460.3821
23800,,-0.12939574,1.3198853e-05,238,2.715022,16.53,100,497.36517,3.0854976,1.1784307,,17126.256,557513,0.1864587,0.4373541,10.997917,1.0732083,100.0,0.25127813,2502.9900460243225,86.320755,-4.583313,0.034449626,-107.70384362005775,[ 1.347  0.218  0.415 -0.342 -1.531],1.0243213,566.94727,486.9463
23900,,-0.12904648,-1.4495849e-06,239,23.096462,16.62,100,619.02844,2.9383016,142.13985,,1683327.6,559175,1.3436409,0.015741678,6.9553604,7.732612,100.0,2.5210445,2511.7335925102234,86.34852,-5.336014,0.11105656,-108.14827895150384,[ 1.352  0.215  0.414 -0.341 -1.548],1.3550016,741.3921,489.2998
24000,,-0.1310881,-5.645752e-06,240,47.834213,16.69,100,602.277,3.1057134,114.81059,,4759129.0,560844,0.9854089,0.00648514,12.866989,9.700481,100.0,4.723431,2521.630051612854,86.37005,-3.674675,0.077946015,-108.37825818345071,[ 1.369  0.21   0.439 -0.331 -1.548],1.433967,757.5317,485.13544
24100,,-0.119792365,-1.1520386e-05,241,57.530968,16.35,100,649.057,2.897588,21.419392,,4146755.5,562479,0.80841005,0.027483417,13.146133,4.7771173,100.0,3.923653,2530.5585582256317,86.13944,-4.8410873,0.09780633,-108.21690769134452,[ 1.355  0.192  0.443 -0.343 -1.55 ],1.5184664,832.1312,494.2686
24200,,-0.12739906,6.3323973e-06,242,86.03079,16.88,100,635.4249,2.8899448,378.69833,,10071909.0,564167,2.8098192,0.013943826,9.962372,12.647089,100.0,6.0166535,2540.8380239009857,86.550514,-4.2853394,0.16792104,-108.05266985729845,[ 1.349  0.196  0.454 -0.354 -1.539],1.6015375,865.3775,474.76984
24300,,-0.13574311,2.1362305e-06,243,26.585499,17.57,100,531.0935,2.9677324,19.924822,,1784243.4,565924,0.48616874,0.011847302,9.78331,6.2348266,100.0,2.888912,2551.3389613628387,86.98976,-4.601181,0.06506273,-108.84567981525457,[ 1.343  0.192  0.48  -0.353 -1.546],1.2695365,645.9906,449.79626
24400,,-0.13659233,6.866455e-06,244,4.5046053,16.18,100,541.07214,2.8940773,2.416241,,185102.78,567542,0.2182376,0.07476464,8.303345,1.8496313,100.0,0.85651505,2560.548548936844,86.07175,-4.302017,0.038900457,-107.61844865067614,[ 1.325  0.18   0.476 -0.361 -1.555],1.0878407,610.80554,506.6744
24500,,-0.12624043,5.9509275e-06,245,29.199907,16.67,100,585.6517,2.5899796,82.96951,,2447079.0,569209,0.9654694,0.014019897,10.001335,6.5272236,100.0,3.1931627,2569.8412053585052,86.40968,-3.9799194,0.098720066,-107.99803030335052,[ 1.322  0.168  0.476 -0.365 -1.556],1.3965347,742.00934,485.7053
24600,,-0.115579024,4.8828124e-06,246,9.85742,16.27,100,551.4927,2.6021879,14.825578,,436548.03,570836,0.34206834,0.028294967,7.8007126,2.0532706,100.0,1.2599002,2579.2744936943054,86.08456,-4.0889816,0.05014752,-108.07083440715127,[ 1.288  0.168  0.482 -0.381 -1.545],1.1817541,662.37506,497.412
24700,,-0.10644562,-1.9836425e-06,247,336.94495,16.63,100,1449.042,3.1486645,1771.0691,,173624340.0,572499,15.545674,0.0028759772,10.007515,106.38721,100.0,26.407536,2588.3957562446594,86.36914,-4.376381,0.44117692,-107.96072503359197,[ 1.301  0.164  0.475 -0.398 -1.535],3.7326944,1916.2285,484.47345
24800,,-0.1232708,-3.0517577e-07,248,5.293169,17.17,100,499.12598,3.26131,4.79807,,207305.67,574216,0.23408066,0.08778588,11.469788,2.088527,100.0,0.96739537,2602.091846227646,86.74966,-4.1410294,0.041896842,-108.20151139749787,[ 1.291  0.146  0.461 -0.42  -1.525],1.0942649,579.81866,464.99323
24900,,-0.1268313,4.196167e-06,249,18.353605,17.04,100,581.4334,3.4751503,8.151654,,1118857.0,575920,0.4639085,0.0310411,15.505806,4.817557,100.0,2.1965718,2611.8812716007233,86.66743,-4.08461,0.07430384,-108.25713087028744,[ 1.301  0.157  0.463 -0.411 -1.542],1.3400861,710.6946,459.34396
25000,,-0.13678065,3.0517577e-07,250,6.4531507,16.34,100,604.8088,2.371251,8.10498,,308596.4,577554,0.2898416,0.12009027,7.6706543,2.1063702,100.0,1.0653532,2620.025650024414,86.109695,-4.657341,0.048439533,-108.49155378054841,[ 1.298  0.147  0.452 -0.41  -1.546],1.265991,706.9717,496.06937
25100,,-0.14778198,-2.670288e-06,251,44.323483,16.85,100,599.39075,3.5204225,51.357933,,3271160.5,579239,0.39393234,0.10137295,14.832008,2.5026443,100.0,4.229334,2629.256256341934,86.47896,-3.9876556,0.04720736,-108.61811954865134,[ 1.29   0.139  0.454 -0.429 -1.556],1.3807282,715.22125,479.51666
25200,,-0.15135479,7.6293946e-07,252,6.8523874,16.85,100,501.42072,3.1325622,3.3002012,,221003.66,580924,0.26863757,0.072957486,11.298233,1.7108071,100.0,0.93169725,2639.728539943695,86.542366,-4.6896133,0.047060903,-108.13523728563828,[ 1.277  0.158  0.453 -0.411 -1.567],1.0989437,594.01825,474.76132
25300,,-0.14298809,1.0299683e-05,253,14.235361,16.53,100,547.8255,2.8890853,5.427602,,795915.1,582577,0.36160484,0.020818159,8.085739,3.7972338,100.0,1.8374877,2647.809577703476,86.3044,-3.7075653,0.05923869,-108.07214519258943,[ 1.28   0.157  0.448 -0.402 -1.57 ],1.179964,646.46564,489.67627
25400,,-0.14613527,,254,1000.8984,16.12,100,2739.3167,2.7182016,7840.8164,,1192966700.0,584189,129.30034,1.3083985e-05,9.267036,649.61993,100.0,63.42871,2655.8400678634644,85.97407,-3.8643951,6.6875944,-107.80114641952652,[ 1.29   0.165  0.456 -0.403 -1.562],7.365717,4041.711,504.43182
25500,,-0.15104648,4.196167e-06,255,3.085201,16.41,100,501.22052,2.8800893,1.8237544,,50011.34,585830,0.1983342,0.3201668,10.477127,1.167002,100.0,0.4191363,2667.9520905017853,86.17606,-3.7408447,0.036401797,-108.17264725095367,[ 1.298  0.161  0.445 -0.376 -1.565],1.0308504,578.01117,490.9406
25600,,-0.15246971,-1.4495849e-06,256,45.409813,17.05,100,625.1883,3.1177206,94.90777,,5464140.5,587535,1.2032589,0.0014950649,9.538872,14.615527,100.0,4.9501967,2677.0656926631927,86.69061,-4.667801,0.09815988,-107.97232955678577,[ 1.296  0.162  0.436 -0.378 -1.57 ],1.4630253,760.1745,466.64194
25700,,-0.16192552,-1.2207031e-06,257,5.399007,16.57,100,544.2725,2.7172582,8.466609,,227534.14,589192,0.24598645,0.039810855,10.964294,1.8385129,100.0,0.96119875,2686.5662157535553,86.30629,-4.5811615,0.04253005,-108.11234903532893,[ 1.308  0.182  0.438 -0.365 -1.571],1.184742,646.38495,485.18375
