MeanEntropy,VarianceInitializer,MeanD2-0,EpisodesSoFar,ReturnStepMax,EmpiricalD2Arithmetic,Weights,OptimizationReturnMax,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,OptimizationReturnMean,MinTargetPdf,Iteration,Epsilon,ESSRenyiArithmetic,InitialReturnMean,OptimizationReturnMin,MaxIW,InitialReturnMin,InitialReturnMax,EpLenMean,Bound,TimeElapsed,MinIW,Inner Iteration,MeanIW,WReturnMean,MinBehavPdf,DivergenceHarmonic,ReturnStepMaxmin,EpRewMean,StdIW,InitialBound,TimestepsSoFar,LearnableVariance,Penalization,StdWReturnMean,ReturnMeanIW,EpThisIter
0.4189424,-1.0,1.0,6800,0.8685497,1.0,[0.058 1.877],63.143497,12.781467,1.0,100.0,44.647797,-74.083626,68,2.0,100.0,-68.79299,,3322440400.0,-113.44079,-50.29729,99.91,-657082100000000.0,873.8958678245544,0.10009574,1,33254658.0,2156.7917,-74.083626,2.4442708e+25,0.8685497,-68.79299088805914,330575650.0,-2289.6936,988546,,True,,13511180000.0,100
0.4189424,-1.0,1.0,6900,0.86294377,1.0,[0.14  1.972],58.9945,10.508814,1.0,100.0,41.258163,-69.660736,69,2.0,100.0,-67.77846,,96195140.0,-109.03662,-50.04212,98.34,-2225147000000000.0,889.4214353561401,0.09954134,1,1050355.4,1812.671,-69.660736,3.6788578e+26,0.86294377,-67.77845996916294,9567561.0,-1928.6812,998380,,True,,2091429900.0,100
0.4189424,-1.0,1.0,7000,0.85251963,1.0,[0.086 2.085],37.61378,10.751417,1.0,100.0,20.306948,-64.71015,70,2.0,100.0,-68.03307,,17763790.0,-88.34002,-50.72624,98.96,-318742300000000.0,900.807258605957,0.0069490215,1,515897.16,527.965,-64.71015,4.5680798e+25,0.85251963,-68.03307330667973,2153031.0,-575.12427,1008276,,True,,115690580.0,100
0.4189424,-1.0,1.0,7100,0.8604629,1.0,[0.143 2.196],63.95753,11.771505,1.0,100.0,38.16712,-65.20792,71,2.0,100.0,-65.87797,,334138980.0,-104.04509,-40.08756,95.51,-9.29543e+19,915.427234172821,0.06921432,1,3567204.5,1595.2976,-65.20792,4.64745e+35,0.8604629,-65.8779665030539,33232702.0,-1731.647,1017827,,True,,5924744700.0,100
0.4189424,-1.0,1.0,7200,0.8584421,1.0,[0.162 2.072],52.54029,11.303062,1.0,100.0,35.808144,-70.630394,72,2.0,100.0,-66.98345,,4340890000.0,-102.791595,-50.251305,96.78,-1.1440221e+17,927.7699511051178,0.011740334,1,69032500.0,1409.9822,-70.630394,1.5457561e+30,0.8584421,-66.98345439791679,471911070.0,-1501.9963,1027505,,True,,59901137000.0,100
0.4189424,-1.0,1.0,7300,0.85640097,1.0,[0.174 1.948],66.798996,11.441946,1.0,100.0,49.33745,-80.09401,73,2.0,100.0,-67.420784,,2389853000.0,-116.758224,-49.95923,97.64,-2.7615555e+16,939.2471828460693,0.19596674,1,24974856.0,2565.1018,-80.09401,3.4472182e+28,0.85640097,-67.42077664479613,237713870.0,-2713.8367,1037269,,True,,49911136000.0,100
0.4189424,-1.0,1.0,7400,0.8666992,1.0,[0.204 2.069],57.41339,11.969873,1.0,100.0,40.798054,-78.38522,74,2.0,100.0,-67.01361,,43034584.0,-107.81166,-50.39827,97.34,-4.2065222e+17,950.6458740234375,0.20032565,1,984809.94,1807.7592,-78.38522,1.4656696e+31,0.8666992,-67.01360633581876,5109505.5,-1917.6328,1047003,,True,,920628600.0,100
0.4189424,-1.0,1.0,7500,0.8631696,1.0,[0.213 1.945],103.04207,14.476529,1.0,100.0,84.81023,-98.792465,75,2.0,100.0,-69.14966,,475244320.0,-153.95988,-50.917816,100.35,-1.0749761e+16,964.0649244785309,0.444269,1,5222923.0,7402.3447,-98.792465,9.2252824e+26,0.8631696,-69.14965771213174,47336904.0,-7756.262,1057038,,True,,27127810000.0,100
0.4189424,-1.0,1.0,7600,0.86178195,1.0,[0.256 1.827],70.30307,14.301675,1.0,100.0,49.34107,-79.33032,76,2.0,100.0,-71.8652,,269811.25,-121.20627,-50.903194,104.24,-461717900000.0,979.6819915771484,0.07893434,1,6780.6465,2639.0796,-79.33032,7.853682e+18,0.86178195,-71.8651963698864,30205.684,-2803.828,1067462,,True,,13565742.0,100
0.4189424,-1.0,1.0,7700,0.865234,1.0,[0.019 1.906],58.100746,11.524305,1.0,100.0,39.119137,-64.18115,77,2.0,100.0,-69.2919,,883777700.0,-108.41104,-50.310295,100.1,-6.292572e+17,993.7519841194153,0.05517952,1,20212810.0,1663.1165,-64.18115,3.127318e+31,0.865234,-69.29190520957113,119828120.0,-1775.6381,1077472,,True,,33077293000.0,100
0.4189424,-1.0,1.0,7800,0.85836494,1.0,[-0.017  1.786],45.290215,11.849061,1.0,100.0,26.45457,-64.59489,78,2.0,100.0,-68.64944,,710737100.0,-95.104004,-49.81379,98.8,-3.470187e+16,1005.0301086902618,0.086616725,1,7878550.0,840.2446,-64.59489,2.5759092e+29,0.85836494,-68.64943197831512,70867360.0,-908.61743,1087352,,True,,4197491000.0,100
0.4189424,-1.0,1.0,7900,0.8631393,1.0,[-0.058  1.904],46.307495,10.624115,1.0,100.0,30.421911,-60.975834,79,2.0,100.0,-66.11789,,67206790.0,-96.539795,-50.2323,95.41,-1054609300000000.0,1015.9674503803253,0.03519258,1,1098276.8,1038.3645,-60.975834,2.1768084e+26,0.8631393,-66.11788322240115,7068311.5,-1109.843,1096893,,True,,470340830.0,100
0.4189424,-1.0,1.0,8000,0.85744846,1.0,[-0.014  1.788],52.257015,11.210981,1.0,100.0,32.910866,-65.48999,80,2.0,100.0,-69.21048,,5293794000.0,-102.12134,-49.864323,100.23,-1.9462747e+17,1027.6934869289398,1.8133858,1,106778400.0,1208.8109,-65.48999,4.5716394e+30,0.85744846,-69.21047600865364,710319170.0,-1299.836,1106916,,True,,106060450000.0,100
0.4189424,-1.0,1.0,8100,0.8572396,1.0,[-0.021  1.912],70.02097,12.705244,1.0,100.0,41.36284,-76.84266,81,2.0,100.0,-68.24773,,68588296.0,-109.610565,-39.589592,98.71,-4.781801e+17,1039.7601609230042,0.0355416,1,1230589.8,1872.3075,-76.84266,8.560773e+30,0.8572396,-68.24772757679224,7270359.5,-2035.737,1116787,,True,,2214308400.0,100
0.4189424,-1.0,1.0,8200,0.8630088,1.0,[-0.063  2.03 ],67.98054,12.835671,1.0,100.0,49.07745,-69.96742,82,2.0,100.0,-68.92984,,841059.7,-118.00729,-50.026756,99.54,-5956326400.0,1051.8273723125458,0.0065167556,1,14584.956,2573.3508,-69.96742,1481176100000000.0,0.8630088,-68.92984141334891,91044.914,-2727.3943,1126741,,True,,27737388.0,100
0.4189424,-1.0,1.0,8300,0.8632484,1.0,[0.034 2.109],71.014694,11.344064,1.0,100.0,45.05207,-71.63033,83,2.0,100.0,-65.85169,,906306.25,-110.90376,-39.889065,95.8,-3553742600000.0,1062.9732851982117,0.23857328,1,21088.713,2158.3767,-71.63033,4.469014e+20,0.8632484,-65.85169386908412,98719.11,-2326.4766,1136321,,True,,40173990.0,100
0.4189424,-1.0,1.0,8400,0.8571592,1.0,[0.266 2.017],50.845207,11.584571,1.0,100.0,32.83272,-69.180565,84,2.0,100.0,-68.2954,,4096920.2,-101.12812,-50.282913,98.66,-41311537000000.0,1075.3515379428864,0.2647766,1,105938.24,1212.1901,-69.180565,2.2981772e+23,0.8571592,-68.2953976266086,526566.2,-1298.3636,1146187,,True,,76196820.0,100
0.4189424,-1.0,1.0,8500,0.8631673,1.0,[0.328 1.908],55.617447,13.401436,1.0,100.0,37.313427,-68.5849,85,2.0,100.0,-68.9292,,186398220.0,-106.24262,-50.625175,99.5,-118151640000000.0,1087.0783619880676,0.002368908,1,2062725.2,1571.8903,-68.5849,1.3130134e+24,0.8631673,-68.92919633105397,18582336.0,-1674.9991,1156137,,True,,1188737500.0,100
0.4189424,-1.0,1.0,8600,0.8580163,1.0,[0.389 2.017],60.48668,12.175361,1.0,100.0,43.606644,-66.35698,86,2.0,100.0,-67.98414,,432642270.0,-111.59078,-51.104103,98.69,-3.9430803e+17,1099.4727458953857,0.14575517,1,5999139.0,2049.7786,-66.35698,1.0453814e+31,0.8580163,-67.98413953974843,45402416.0,-2171.7317,1166006,,True,,10491395000.0,100
0.4189424,-1.0,1.0,8700,0.8680004,1.0,[0.397 1.892],51.11119,12.587141,1.0,100.0,31.671991,-75.224884,87,2.0,100.0,-69.55951,,107786880.0,-101.2315,-50.120308,100.77,-1.19463055e+20,1113.3223464488983,0.18460076,1,2756354.0,1161.5511,-75.224884,1.8821132e+36,0.8680004,-69.55950799703598,14358736.0,-1248.6284,1176083,,True,,1331665500.0,100
0.4189424,-1.0,1.0,8800,0.85499173,1.0,[0.166 1.795],53.088875,12.582376,1.0,100.0,33.419666,-70.73975,88,2.0,100.0,-69.43745,,64282984.0,-102.85712,-49.76824,100.02,-4771032000000000.0,1127.4930624961853,0.8181213,1,1011906.3,1275.1904,-70.73975,2.5790098e+27,0.85499173,-69.43744733676314,6780913.0,-1369.1368,1186085,,True,,547636400.0,100
0.4189424,-1.0,1.0,8900,0.8623555,1.0,[0.121 1.912],59.774517,11.972534,1.0,100.0,40.326603,-67.83667,89,2.0,100.0,-69.50975,,546577340.0,-109.83635,-50.061832,100.66,-5.0630545e+19,1140.7172951698303,0.090780124,1,14781298.0,1769.5762,-67.83667,1.8071882e+35,0.8623555,-69.5097487051785,66890816.0,-1888.6748,1196151,,True,,21353957000.0,100
0.4189424,-1.0,1.0,9000,0.86264676,1.0,[0.336 1.784],72.86309,12.768234,1.0,100.0,54.97712,-69.476425,90,2.0,100.0,-68.34216,,9138.388,-123.31929,-50.4562,99.11,-39829280.0,1155.636525630951,0.08614124,1,301.6796,3185.5115,-69.476425,48524240000.0,0.86264676,-68.34216905415059,1032.1511,-3362.477,1206062,,True,,846456.9,100
0.4189424,-1.0,1.0,9100,0.8625692,1.0,[0.234 1.857],46.465508,11.35268,1.0,100.0,27.971634,-76.09447,91,2.0,100.0,-68.60721,,972.8612,-96.57884,-50.113335,99.21,-528475.44,1171.8638002872467,0.11155928,1,50.507504,911.2954,-76.09447,44780852.0,0.8625692,-68.60721122324466,145.7651,-983.2624,1215983,,True,,46875.613,100
0.4189424,-1.0,1.0,9200,0.8669208,1.0,[0.239 1.794],48.04486,12.030358,1.0,100.0,29.758562,-80.4353,92,2.0,100.0,-69.24375,,8934765000.0,-99.00232,-50.95746,99.92,-1.899623e+19,1183.8164052963257,0.18172075,1,127841210.0,1030.3016,-80.4353,6.0952226e+34,0.8669208,-69.24375598758459,931660160.0,-1107.244,1225975,,True,,54986500000.0,100
0.4189424,-1.0,1.0,9300,0.8616445,1.0,[0.25 1.67],65.10229,14.841695,1.0,100.0,42.70348,-77.405815,93,2.0,100.0,-72.84731,,4635588.0,-115.55079,-50.4485,105.19,-27769354000.0,1199.770625591278,0.030256653,1,55000.555,2043.863,-77.405815,3.8475614e+16,0.8616445,-72.84730769798159,465607.06,-2185.1387,1236494,,True,,57601412.0,100
0.4189424,-1.0,1.0,9400,0.8599155,1.0,[0.345 1.751],59.211967,14.216099,1.0,100.0,39.711082,-78.34985,94,2.0,100.0,-69.629944,,37705636.0,-109.34103,-50.12906,100.42,-5.79761e+17,1213.3514575958252,0.42521363,1,905903.1,1779.0673,-78.34985,2.4609484e+31,0.8599155,-69.62994710206985,4410195.0,-1895.9352,1246536,,True,,725360200.0,100
0.4189424,-1.0,1.0,9500,0.86141706,1.0,[0.313 1.872],61.58743,12.1070595,1.0,100.0,33.205738,-71.0609,95,2.0,100.0,-69.705124,,762412.4,-102.910866,-41.323437,100.92,-8642895000.0,1228.0206091403961,0.024114424,1,13622.494,1249.2019,-71.0609,4663192600000000.0,0.86141706,-69.70512824237346,79324.71,-1375.6346,1256628,,True,,9043001.0,100
0.4189424,-1.0,1.0,9600,0.8632461,1.0,[0.557 1.925],64.4743,13.571382,1.0,100.0,45.440296,-72.70343,96,2.0,100.0,-69.91407,,681187260.0,-115.35437,-50.880074,100.75,-1.2257895e+19,1239.5856730937958,0.5060219,1,17555532.0,2249.0027,-72.70343,7.825784e+33,0.8632461,-69.91407642230392,89352850.0,-2387.5652,1266703,,True,,26197480000.0,100
0.4189424,-1.0,1.0,9700,0.8610837,1.0,[0.784 2.029],47.461555,12.106962,1.0,100.0,29.284365,-69.50144,97,2.0,100.0,-69.40774,,183486000.0,-98.6921,-51.230545,100.4,-6.3766306e+16,1252.6101007461548,0.0135580655,1,2476109.8,1004.15265,-69.50144,7.212022e+29,0.8610837,-69.40773491099476,18692788.0,-1079.238,1276743,,True,,2828345900.0,100
0.4189424,-1.0,1.0,9800,0.8591826,1.0,[0.766 1.906],53.44324,11.483333,1.0,100.0,34.738934,-74.31903,98,2.0,100.0,-69.69712,,211299070.0,-104.43605,-50.99281,101.56,-39551810000000.0,1267.5994095802307,3.1917505e-05,1,2202279.2,1338.6602,-74.31903,1.72569e+23,0.8591826,-69.69711980760097,21018974.0,-1433.8649,1286899,,True,,1877944000.0,100
0.4189424,-1.0,1.0,9900,0.86419266,1.0,[0.831 1.799],69.23144,14.310802,1.0,100.0,46.4651,-71.41797,99,2.0,100.0,-73.18105,,155974620.0,-119.64615,-50.41471,105.99,-5.369387e+19,1280.075199842453,0.3929434,1,2632868.5,2363.8044,-71.41797,1.12948e+35,0.86419266,-73.18104906126857,17224872.0,-2523.5686,1297498,,True,,5418787000.0,100
0.4189424,-1.0,1.0,10000,0.86081016,1.0,[0.801 1.92 ],64.837105,12.716161,1.0,100.0,46.02773,-75.733734,100,2.0,100.0,-69.819145,,2651043800.0,-115.84688,-51.009773,101.6,-2.9234282e+18,1291.8714354038239,0.5562272,1,33770256.0,2280.253,-75.733734,4.3524413e+32,0.86081016,-69.81914769023656,265842880.0,-2420.3787,1307658,,True,,26865641000.0,100
0.4189424,-1.0,1.0,10100,0.8632103,1.0,[0.802 2.045],58.312283,12.820399,1.0,100.0,39.70875,-69.22237,101,2.0,100.0,-70.03074,,3080.022,-109.739494,-51.42721,102.25,-7833868.0,1304.0445125102997,0.0046585593,1,82.65437,1741.1477,-69.22237,4653234700.0,0.8632103,-70.0307426738739,322.86932,-1854.4895,1317883,,True,,102144.39,100
0.4189424,-1.0,1.0,10200,0.85816145,1.0,[0.552 2.053],58.822727,13.880272,1.0,100.0,41.50685,-74.58849,102,2.0,100.0,-67.78225,,36335.18,-109.28909,-50.466366,98.46,-12090561.0,1315.3192117214203,0.0077435635,1,605.6115,1915.4806,-74.58849,9686270000.0,0.85816145,-67.7822418755293,3667.0544,-2030.8153,1327729,,True,,739214.75,100
0.4189424,-1.0,1.0,10300,0.8672613,1.0,[0.305 2.092],51.253075,11.140887,1.0,100.0,34.926743,-67.79559,103,2.0,100.0,-66.26968,,89366650.0,-101.19641,-49.943336,96.67,-9738495000000000.0,1331.2860493659973,0.6257076,1,1289259.8,1343.9966,-67.79559,1.2369336e+28,0.8672613,-66.2696684704721,9029072.0,-1431.557,1337396,,True,,1143549000.0,100
0.4189424,-1.0,1.0,10400,0.85671186,1.0,[0.348 2.209],47.662766,10.979354,1.0,100.0,32.326157,-72.915375,104,2.0,100.0,-66.043,,273042520000.0,-98.36916,-50.706398,95.9,-1.4712268e+17,1343.796706199646,0.14344947,1,2737595100.0,1165.5267,-72.915375,3.7746212e+30,0.85671186,-66.04300536096096,27166695000.0,-1241.2502,1346986,,True,,1917600100000.0,100
0.4189424,-1.0,1.0,10500,0.86533165,1.0,[0.343 2.084],64.45364,11.985189,1.0,100.0,38.01979,-75.3892,105,2.0,100.0,-66.98228,,146987.36,-105.00207,-40.548424,97.16,-13404256000.0,1358.956740140915,0.17633954,1,3028.9055,1589.1493,-75.3892,9366064000000000.0,0.86533165,-66.98227490231395,15937.337,-1727.6226,1356702,,True,,2791371.5,100
0.4189424,-1.0,1.0,10600,0.86221147,1.0,[0.583 2.011],67.28911,13.228384,1.0,100.0,49.651505,-71.314316,106,2.0,100.0,-68.76769,,2804914000.0,-118.4192,-51.13009,99.06,-2.933129e+18,1374.4529211521149,0.03696376,1,37202244.0,2640.2617,-71.314316,3.776815e+32,0.86221147,-68.76769614651799,286638700.0,-2791.187,1366608,,True,,49800910000.0,100
0.4189424,-1.0,1.0,10700,0.86472654,1.0,[0.605 2.134],44.957523,11.417166,1.0,100.0,28.737297,-67.93034,107,2.0,100.0,-67.39519,,36460.695,-96.13249,-51.17497,98.48,-1359390300.0,1387.6828923225403,0.13136774,1,644.86597,956.18396,-67.93034,407016470000000.0,0.86472654,-67.39519418209791,3761.3213,-1023.55566,1376456,,True,,171124.86,100
0.4189424,-1.0,1.0,10800,0.8647284,1.0,[0.703 2.058],62.694946,11.428875,1.0,100.0,45.518364,-74.90111,108,2.0,100.0,-68.0616,,17059696.0,-113.579956,-50.88501,98.99,-1.7035646e+16,1398.518010377884,0.2239334,1,485757.53,2202.54,-74.90111,1.6905561e+28,0.8647284,-68.06159776762128,2468244.8,-2333.5596,1386355,,True,,497485000.0,100
0.4189424,-1.0,1.0,10900,0.8603004,1.0,[0.636 1.952],67.7278,13.617465,1.0,100.0,50.307228,-71.10755,109,2.0,100.0,-68.74187,,11349.157,-119.04909,-51.321285,99.24,-5763658.0,1409.6483669281006,0.06716471,1,288.8343,2716.2522,-71.10755,1244922400.0,0.8603004,-68.74186491802335,1523.3833,-2869.1519,1396279,,True,,368753.0,100
0.4189424,-1.0,1.0,11000,0.8563877,1.0,[0.531 2.019],64.5798,11.857992,1.0,100.0,48.0121,-62.293884,110,2.0,100.0,-67.14055,,16912092.0,-115.15265,-50.572845,97.56,-24673832000000.0,1422.6625533103943,0.009645774,1,195670.34,2445.7732,-62.293884,3.1500432e+22,0.8563877,-67.14055237665772,1684767.8,-2584.789,1406035,,True,,350507230.0,100
0.4189424,-1.0,1.0,11100,0.86779,1.0,[0.606 2.119],55.70311,11.0592,1.0,100.0,39.278946,-62.34451,111,2.0,100.0,-67.19415,,19736.564,-106.4731,-50.76999,97.36,-40696890.0,1437.343295097351,0.108971685,1,564.5796,1665.1418,-62.34451,149688880000.0,0.86779,-67.19415008559822,2287.9304,-1768.5677,1415771,,True,,681007.44,100
0.4189424,-1.0,1.0,11200,0.86337876,1.0,[0.362 2.172],60.877472,12.804348,1.0,100.0,44.262627,-81.36271,112,2.0,100.0,-67.03047,,1175864200.0,-111.2931,-50.415627,97.25,-4.01464e+18,1450.071734905243,0.19542477,1,11903817.0,2123.1316,-81.36271,1.0561103e+33,0.86337876,-67.03047092244029,116983360.0,-2246.665,1425496,,True,,18094807000.0,100
0.4189424,-1.0,1.0,11300,0.8637403,1.0,[0.367 2.047],58.57496,11.954038,1.0,100.0,42.323013,-75.5888,113,2.0,100.0,-66.8764,,328986240.0,-109.19942,-50.62446,97.01,-2.2378599e+16,1466.4981575012207,0.25163683,1,3874942.8,1934.1361,-75.5888,3.8287757e+28,0.8637403,-66.87640785604715,32755296.0,-2048.5015,1435197,,True,,8246633500.0,100
0.4189424,-1.0,1.0,11400,0.8595187,1.0,[0.338 1.926],53.844536,12.549342,1.0,100.0,35.11721,-67.50835,114,2.0,100.0,-69.17369,,10657.318,-104.2909,-50.446365,100.39,-683279170.0,1477.744235754013,0.047367454,1,420.0894,1390.7042,-67.50835,49924415000000.0,0.8595187,-69.17369283929467,1462.9526,-1487.3438,1445236,,True,,439777.62,100
0.4189424,-1.0,1.0,11500,0.86838967,1.0,[0.583 1.873],56.560665,12.526701,1.0,100.0,37.558487,-73.425095,115,2.0,100.0,-69.95587,,1146185.5,-107.51436,-50.953693,101.9,-1753449600.0,1489.1049563884735,0.05237462,1,13070.227,1567.5581,-73.425095,268985230000000.0,0.86838967,-69.95587153807283,114018.016,-1674.1935,1455426,,True,,4521344.5,100
0.4189424,-1.0,1.0,11600,0.857059,1.0,[0.678 1.953],59.44068,12.50359,1.0,100.0,40.70925,-73.42892,116,2.0,100.0,-70.036964,,85812024.0,-110.746216,-51.305534,100.98,-4.3592344e+17,1500.4104804992676,0.008911292,1,1153390.1,1813.5826,-73.42892,1.3700228e+31,0.857059,-70.03696554899216,8587072.0,-1931.3544,1465524,,True,,525500600.0,100
0.4189424,-1.0,1.0,11700,0.8585452,1.0,[0.642 2.073],52.06377,11.646945,1.0,100.0,36.448586,-65.444595,117,2.0,100.0,-66.58063,,316909630.0,-103.02921,-50.965443,96.57,-1.2738429e+18,1511.4173576831818,0.6730812,1,4545111.0,1464.1508,-65.444595,1.9876125e+32,0.8585452,-66.5806268711388,32586736.0,-1554.5038,1475181,,True,,3933853700.0,100
0.4189424,-1.0,1.0,11800,0.86426026,1.0,[0.652 2.198],49.397705,11.557049,1.0,100.0,32.230553,-75.073105,118,2.0,100.0,-68.28745,,28676555000.0,-100.51801,-51.120308,98.81,-4.7746323e+19,1522.9790222644806,0.64691573,1,302593340.0,1172.374,-75.073105,3.445841e+35,0.86426026,-68.28745803147554,2853493200.0,-1253.7096,1485062,,True,,215052780000.0,100
0.4189424,-1.0,1.0,11900,0.86575896,1.0,[0.682 2.319],51.65477,11.285822,1.0,100.0,37.148907,-76.538445,119,2.0,100.0,-65.28951,,2673433.0,-102.43842,-50.783653,95.26,-15017197000000.0,1536.9267892837524,0.081087224,1,54304.766,1507.4113,-76.538445,2.8508605e+22,0.86575896,-65.2895147305727,301949.2,-1596.3495,1494588,,True,,43032430.0,100
0.4189424,-1.0,1.0,12000,0.85887104,1.0,[0.755 2.217],51.606785,10.320317,1.0,100.0,34.747513,-67.45861,120,2.0,100.0,-68.11077,,23391788.0,-102.85829,-51.251507,99.55,-3227546300000000.0,1551.874980688095,0.08546958,1,1033167.44,1313.8987,-67.45861,1.3217824e+27,0.85887104,-68.11077604874968,3523049.8,-1402.6716,1504543,,True,,1077449700.0,100
0.4189424,-1.0,1.0,12100,0.84891105,1.0,[0.717 2.098],51.51231,12.000915,1.0,100.0,34.439827,-67.641304,121,2.0,100.0,-67.889404,,1105929200.0,-102.32923,-50.81692,98.77,-1.6223858e+16,1566.6329307556152,0.7791217,1,11369573.0,1330.1235,-67.641304,3.3643886e+28,0.84891105,-67.88940641507506,110015460.0,-1418.5729,1514420,,True,,9131792000.0,100
0.4189424,-1.0,1.0,12200,0.8639311,1.0,[0.676 1.98 ],55.219406,11.08986,1.0,100.0,35.2344,-77.172485,122,2.0,100.0,-70.63292,,359015230.0,-105.86732,-50.64791,103.08,-2.1896415e+16,1579.1604928970337,0.019041182,1,5268326.5,1364.4479,-77.172485,4.641106e+28,0.8639311,-70.6329156242311,36384892.0,-1466.0857,1524728,,True,,5060877300.0,100
0.4189424,-1.0,1.0,12300,0.86466545,1.0,[0.633 1.863],65.076645,12.996395,1.0,100.0,36.542088,-84.647194,123,2.0,100.0,-69.09435,,35072.473,-105.636444,-40.559795,100.23,-66341835000.0,1591.8752608299255,0.10062713,1,1275.5752,1504.2307,-84.647194,2.2085098e+17,0.86466545,-69.09435411810875,4303.913,-1645.3944,1534751,,True,,1336948.4,100
0.4189424,-1.0,1.0,12400,0.860921,1.0,[0.392 1.928],51.978157,10.992536,1.0,100.0,36.11136,-67.95038,124,2.0,100.0,-66.64125,,324922800.0,-102.75261,-50.774452,96.43,-1.6021114e+18,1604.1506283283234,0.057063304,1,3986699.5,1424.8661,-67.95038,3.1647866e+32,0.860921,-66.64125006645918,32411790.0,-1514.9227,1544394,,True,,6418146300.0,100
0.4189424,-1.0,1.0,12500,0.85596174,1.0,[0.404 1.804],52.46959,11.771002,1.0,100.0,34.799488,-70.02711,125,2.0,100.0,-68.79359,,779711000.0,-103.59308,-51.12349,99.25,-1.1487225e+18,1615.5394473075867,0.043103557,1,11702432.0,1349.561,-70.02711,1.5669027e+32,0.85596174,-68.79358869969845,80665930.0,-1441.3287,1554319,,True,,5624604700.0,100
0.4189424,-1.0,1.0,12600,0.8681874,1.0,[0.39  1.928],60.1958,11.893312,1.0,100.0,42.553688,-65.756226,126,2.0,100.0,-68.3394,,33221332.0,-110.89309,-50.69729,99.33,-4.6989284e+18,1630.1490201950073,0.2550113,1,890563.5,1952.2673,-65.756226,1.5134755e+33,0.8681874,-68.33939979851246,4073009.2,-2073.05,1564252,,True,,1115544800.0,100
0.4189424,-1.0,1.0,12700,0.85862964,1.0,[0.381 2.053],43.86437,11.572117,1.0,100.0,26.739056,-74.813126,127,2.0,100.0,-67.76306,,828795800.0,-94.50212,-50.637753,98.08,-4.5357694e+18,1644.5745561122894,0.15707314,1,9921307.0,848.891,-74.813126,5.0014622e+33,0.85862964,-67.76306508675218,82739710.0,-913.0261,1574060,,True,,1469189400.0,100
0.4189424,-1.0,1.0,12800,0.864444,1.0,[0.376 2.178],48.021233,11.851675,1.0,100.0,31.383362,-76.21338,128,2.0,100.0,-67.29718,,898606600.0,-98.68054,-50.65931,97.77,-2.2894166e+18,1655.466871023178,0.09330875,1,21742418.0,1125.3776,-76.21338,8.870721e+32,0.864444,-67.29717986598611,121936570.0,-1202.2439,1583837,,True,,16092895000.0,100
0.4189424,-1.0,1.0,12900,0.8598356,1.0,[0.351 2.3  ],50.417343,10.804808,1.0,100.0,24.073969,-70.9749,129,2.0,100.0,-66.371956,,772752500.0,-90.44593,-40.028587,96.5,-2.6170887e+16,1666.0236699581146,0.006262801,1,19571680.0,696.2999,-70.9749,9.540238e+28,0.8598356,-66.37196020692586,100311690.0,-781.02893,1593487,,True,,10359276000.0,100
0.4189424,-1.0,1.0,13000,0.86502475,1.0,[0.37  2.176],44.463173,10.227359,1.0,100.0,30.771614,-64.31016,130,2.0,100.0,-64.421196,,69411624.0,-95.19281,-50.729637,93.88,-4.034986e+17,1676.0380795001984,0.5567579,1,1790134.1,1051.4911,-64.31016,3.7490806e+31,0.86502475,-64.42119588389993,8742866.0,-1117.389,1602875,,True,,1654133100.0,100
0.4189424,-1.0,1.0,13100,0.86182606,1.0,[0.373 2.051],55.243744,10.162172,1.0,100.0,32.5092,-67.07272,131,2.0,100.0,-63.920265,,18129358.0,-96.42946,-41.185715,93.32,-1.5658928e+18,1687.40500497818,0.0014368152,1,592451.94,1160.1176,-67.07272,2.3693772e+32,0.86182606,-63.9202625246346,2225389.5,-1261.845,1612207,,True,,563123600.0,100
0.4189424,-1.0,1.0,13200,0.85881984,1.0,[0.4   2.174],45.862885,11.013296,1.0,100.0,29.968523,-71.20943,132,2.0,100.0,-66.500565,,467455330.0,-96.469086,-50.6062,96.3,-9871711000000000.0,1698.6918077468872,0.31014144,1,5403297.5,1019.40497,-71.20943,1.9823555e+28,0.85881984,-66.50056406795979,46885110.0,-1089.5175,1621837,,True,,2968405500.0,100
0.4189424,-1.0,1.0,13300,0.8591107,1.0,[0.345 2.061],61.362724,12.264523,1.0,100.0,43.163292,-78.32208,133,2.0,100.0,-68.68465,,75839.45,-111.84794,-50.485214,98.97,-35893416.0,1710.3333840370178,0.022263438,1,1541.3931,2013.4883,-78.32208,70578700000.0,0.8591107,-68.68464578866958,8281.56,-2139.0005,1631734,,True,,2548868.0,100
0.4189424,-1.0,1.0,13400,0.86759293,1.0,[0.443 1.985],48.901047,11.397376,1.0,100.0,29.931408,-67.312935,134,2.0,100.0,-69.30502,,14537040.0,-99.23643,-50.33538,100.25,-1.0322731e+16,1721.2780685424805,0.12986006,1,350769.8,1025.7894,-67.312935,1.6771005e+28,0.86759293,-69.30501686602831,1606641.2,-1105.4984,1641759,,True,,293847260.0,100
0.4189424,-1.0,1.0,13500,0.8628497,1.0,[0.486 2.102],49.14406,11.549589,1.0,100.0,33.58916,-70.87306,135,2.0,100.0,-66.0107,,244349.98,-99.59986,-50.455803,95.87,-40636970000.0,1732.213613986969,0.014296373,1,7844.913,1261.6248,-70.87306,2.5473807e+17,0.8628497,-66.01069671273231,36232.55,-1342.1283,1651346,,True,,5015500.5,100
