TimestepsSoFar,ESSRenyiHarmonic,InitialReturnMin,OptimizationReturnMax,MaxIW,ReturnStepMaxmin,Bound,EmpiricalD2Arithmetic,TimeElapsed,EpRewMean,StdIW,Inner Iteration,OptimizationReturnMin,EpLenMean,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMean,MeanIW,InitialBound,MeanEntropy,InitialReturnStd,VarianceInitializer,MeanD2-0,ReturnMeanIW,MinTargetPdf,InitialReturnMax,MinIW,StdWReturnMean,LearnableVariance,EpThisIter,MinBehavPdf,Iteration,Penalization,InitialReturnMean,ReturnStepMax,EpisodesSoFar,WReturnMean,DivergenceHarmonic,ESSRenyiArithmetic
1391508,4.430646e-08,9.984901,4929.1714,930.5584,9.999999,-inf,1128503600.0,462.0644528865814,2334.0544184839896,130.22214,4,,234.48,1.0,1128503600.0,2324.0696,21.045752,-inf,0.4189424,1189.1932,-1.0,1128503600.0,122814136.0,-230.15575,4939.1562,1.9092624e-15,,,50,-221.16498,21,True,2334.0544,9.999999,10200,122814136.0,inf,4.430646e-08
1402982,4.2600337e-08,299.73566,4699.4077,258.45407,10.0,-inf,1173699600.0,464.1979134082794,2284.677276167565,36.16972,5,,229.48,1.0,1173699600.0,1984.9415,5.3416185,-inf,0.4189424,1265.6035,-1.0,1173699600.0,8682417.0,-226.83136,4999.1436,3.2469117e-14,,,50,-216.1571,21,True,2284.6772,10.0,10250,8682417.0,inf,4.2600337e-08
1416229,8.99261e-09,9.981281,4989.3604,35.406467,10.0,-inf,5560121000.0,466.86515498161316,2639.6422565657645,5.5038075,6,,264.94,1.0,5560121000.0,2629.661,1.1211412,-inf,0.4189424,1273.9657,-1.0,5560121000.0,3673861.8,-229.7965,4999.342,1.9294705e-15,,,50,-222.98634,21,True,2639.642,10.0,10300,3673861.8,inf,8.99261e-09
1429327,2.7998297e-08,19.960228,4979.207,38.92558,10.0,-inf,1785822800.0,469.7558636665344,2609.9552666983172,5.4403253,7,,261.96,1.0,1785822800.0,2589.9949,0.88123053,-inf,0.4189424,1481.3821,-1.0,1785822800.0,1929123.0,-237.94958,4999.1675,1.5726904e-18,,,50,-227.48608,21,True,2609.955,10.0,10350,1929123.0,inf,2.7998297e-08
1440447,5.7093075e-08,319.78854,4678.5273,10.207084,10.0,-inf,875762940.0,472.15620851516724,2213.834250919157,1.6161484,8,,222.4,1.0,875762940.0,1894.0458,0.41668713,-inf,0.4189424,1223.9335,-1.0,875762940.0,1040164.8,-247.8684,4998.316,3.170208e-15,,,50,-238.35184,21,True,2213.8342,10.0,10400,1040164.8,inf,5.7093075e-08
1452882,1.9811204e-10,269.75693,4729.276,633.4055,10.0,-inf,252382450000.0,474.71541714668274,2477.162003403413,89.01203,9,,248.7,1.0,252382450000.0,2207.4053,14.983121,-inf,0.4189424,1402.6552,-1.0,252382450000.0,72836024.0,-224.30653,4999.0327,3.1559944e-22,,,50,-223.32495,21,True,2477.162,10.0,10450,72836024.0,inf,1.9811204e-10
1464951,1.335011e-10,289.7268,4709.741,5.7916446,10.0,-inf,374528770000.0,477.2473409175873,2404.1119061582554,0.8542923,10,,241.38,1.0,374528770000.0,2114.385,0.23686261,-inf,0.4189424,1459.4691,-1.0,374528770000.0,1289743.8,-228.7158,4999.468,7.256971e-18,,,50,-228.75282,21,True,2404.1118,10.0,10500,1289743.8,inf,1.335011e-10
1477116,50.0,9.979719,4989.05,30997.428,10.0,-231880960000000.0,1.0,480.1298487186432,2423.04267771195,4341.4175,1,,243.3,1.0,1.0,2413.063,780.80475,-9798830.0,0.4189424,1373.7618,-1.0,1.0,4338314000.0,-222.32953,4999.0293,0.11686943,,,50,-222.32953,22,True,2423.0425,10.0,10550,7758357.5,1.291405e+16,50.0
1485699,1.10458274e-10,,4997.87,12.841387,9.999999,-inf,452659600000.0,481.92337131500244,1706.1170564203296,1.8236384,2,,171.66,1.0,452659600000.0,1706.1168,0.58258706,-inf,0.4189424,1203.6306,-1.0,452659600000.0,4630281.5,-215.64304,4997.87,3.79571e-12,,,50,-202.49446,22,True,1706.1168,9.999999,10600,4630281.5,inf,1.10458274e-10
1496743,4.914374e-06,19.962015,4979.131,4.469942,10.0,-inf,10174236.0,484.4499409198761,2198.907384201014,0.64549756,3,,220.88,1.0,10174236.0,2178.9456,0.2973536,-inf,0.4189424,1574.9042,-1.0,10174236.0,3213106.0,-217.69687,4999.093,1.8170258e-10,,,50,-215.71269,22,True,2198.9075,10.0,10650,3213106.0,inf,4.914374e-06
1507916,0.00063208264,9.9806595,4988.98,8.248624,10.0,-inf,79103.58,487.12120032310486,2224.7299238129744,1.1896838,4,,223.46,1.0,79103.58,2214.7493,0.4128772,-inf,0.4189424,1529.3722,-1.0,79103.58,3149227.0,-232.45047,4998.9604,1.9141584e-05,,,50,-231.60507,22,True,2224.7297,10.0,10700,3149227.0,inf,0.00063208264
1518148,0.0008891396,9.979888,4988.833,28.532063,10.0,-inf,56234.14,489.3055999279022,2036.425468640632,4.116138,5,,204.64,1.0,56234.14,2026.4457,1.084575,-inf,0.4189424,1425.812,-1.0,56234.14,2216452.8,-249.55557,4998.813,4.98986e-05,,,50,-247.8949,22,True,2036.4254,10.0,10750,2216452.8,inf,0.0008891396
1529825,6.314896e-05,9.982506,4989.2407,33.00875,10.0,-inf,791778.75,491.6827383041382,2325.971922587551,4.9672623,6,,233.54,1.0,791778.7,2315.9895,1.2343668,-inf,0.4189424,1647.7881,-1.0,791778.75,7434778.5,-231.97365,4999.223,1.374189e-07,,,50,-228.71898,22,True,2325.972,10.0,10800,7434778.5,inf,6.314895e-05
1539638,0.0011121825,,4998.97,11071.885,10.0,-3.0481746e+24,44956.65,493.87137627601624,1952.6612532940624,1672.367,7,,196.26,1.0,44956.65,1952.6611,318.53342,-3.0481746e+24,0.4189424,1514.1338,-1.0,44956.65,3721984300.0,-238.42749,4998.97,4.7798476e-05,,,50,-237.55122,22,True,1952.6611,10.0,10850,3721984300.0,2.2317662e+36,0.0011121825
1550344,1.03833365e-07,269.7616,4729.1167,12545.324,10.0,-inf,481540800.0,496.0727479457855,2131.3922389548584,1755.9579,8,,214.12,1.0,481540800.0,1861.6307,258.0068,-inf,0.4189424,1416.4152,-1.0,481540800.0,2358170000.0,-245.46834,4998.8784,1.7880428e-11,,,50,-233.09468,22,True,2131.392,10.0,10900,2358170000.0,inf,1.03833365e-07
1559799,4.52713e-06,9.980728,4988.7427,13308.049,10.0,-inf,11044525.0,497.95570158958435,1881.2542348456366,1863.0602,9,,189.1,1.0,11044525.0,1871.2734,266.62845,-inf,0.4189424,1441.9883,-1.0,11044525.0,1076651500.0,-225.02896,4998.7236,1.6499784e-09,,,50,-225.20871,22,True,1881.2543,10.0,10950,1076651500.0,inf,4.52713e-06
1569067,0.002360651,,4998.7305,8.881678,10.0,-3.4192373e+23,21180.598,500.2361173629761,1843.4283430585745,1.5024719,10,,185.36,1.0,21180.598,1843.4285,0.59805554,-3.4192373e+23,0.4189424,1287.6377,-1.0,21180.598,5346957.0,-196.97984,4998.7305,0.00089206407,,,50,-194.89091,22,True,1843.4285,10.0,11000,5346957.0,2.808736e+34,0.002360651
1580811,50.0,29.944994,4969.1646,1201.0758,10.0,-1.5974952e+21,1.0,502.9207646846771,2338.7182202042763,168.69682,1,,234.88,1.0,1.0,2308.7732,36.585636,-9809213.0,0.4189424,1516.2692,-1.0,1.0,779707300.0,-231.17609,4999.1094,0.027257139,,,50,-231.17609,23,True,2338.7183,10.0,11050,7768674.5,6.1291436e+29,50.0
1592376,0.0008952649,299.7381,4699.462,23.772955,10.0,-1.06958625e+24,55849.39,505.63260889053345,2303.6457632946785,5.3563967,2,,231.3,1.0,55849.39,2003.9077,2.2819529,-1.06958625e+24,0.4189424,1506.2799,-1.0,55849.39,19203316.0,-234.10391,4999.2,4.2143095e-12,,,50,-231.18605,23,True,2303.6455,10.0,11100,19203316.0,2.747393e+35,0.0008952649
1604753,0.0023278575,9.9810095,4988.8667,32.318977,10.0,-2.6916993e+21,21478.977,508.44356775283813,2465.353447875553,4.705385,3,,247.54,1.0,21478.977,2455.3726,1.4938447,-2.6916993e+21,0.4189424,1409.0204,-1.0,21478.977,2842867.0,-218.22034,4998.8477,2.8679545e-10,,,50,-217.73448,23,True,2465.3535,10.0,11150,2842867.0,1.7404628e+30,0.0023278575
1616711,0.0010652554,289.74103,4708.4946,76.526054,10.0,-6.266407e+22,46937.1,511.32443380355835,2381.0829433838967,12.744535,4,,239.16,1.0,46937.1,2091.342,5.128448,-6.266407e+22,0.4189424,1278.167,-1.0,46937.1,9775729.0,-228.55283,4998.236,4.1557605e-08,,,50,-226.10562,23,True,2381.083,10.0,11200,9775729.0,9.437598e+32,0.0010652554
1628659,0.0034693002,339.65594,4659.4077,55.15246,10.0,-8.554611e+21,14412.128,513.6609544754028,2379.4805160362653,9.991926,5,,238.96,1.0,14412.128,2039.8246,3.4242442,-8.554611e+21,0.4189424,1185.4568,-1.0,14412.128,22201062.0,-197.19437,4999.0635,1.279628e-10,,,50,-196.8597,23,True,2379.4807,10.0,11250,22201062.0,1.7576692e+31,0.0034693002
1642017,0.0009831842,,4999.065,217.92595,10.0,-8.8248885e+23,50855.17,516.7286939620972,2661.386097271497,31.41793,6,,267.16,1.0,50855.17,2661.386,7.4824634,-8.8248885e+23,0.4189424,1249.1418,-1.0,50855.17,34386724.0,-217.83188,4999.065,8.123833e-09,,,50,-216.10179,23,True,2661.386,10.0,11300,34386724.0,1.8704868e+35,0.0009831842
1656226,0.00056766666,29.94466,4969.2993,93.44032,10.0,-2.1402937e+23,88079.86,519.7291660308838,2831.8573859585395,13.20591,7,,284.18,1.0,88079.86,2801.9126,2.9508688,-2.1402937e+23,0.4189424,1235.3425,-1.0,88079.86,31124010.0,-217.70293,4999.244,3.294842e-11,,,50,-215.88373,23,True,2831.8572,10.0,11350,31124010.0,1.1000709e+34,0.00056766666
1666972,5.9642207e-05,,4998.928,415.95563,10.0,-inf,838332.5,522.1679122447968,2138.9707108264274,58.20705,8,,214.92,1.0,838332.5,2138.9707,11.61043,-inf,0.4189424,1478.3048,-1.0,838332.5,229443570.0,-215.50761,4998.928,1.5086051e-09,,,50,-215.84465,23,True,2138.9707,10.0,11400,229443570.0,inf,5.9642207e-05
1679348,0.00040835372,299.7597,4699.16,90.31017,10.0,-inf,122442.87,524.8165364265442,2464.792119017572,14.795137,9,,247.52,1.0,122442.87,2165.0325,4.491267,-inf,0.4189424,1167.7498,-1.0,122442.87,18814708.0,-221.30695,4998.92,3.2487413e-09,,,50,-218.65553,23,True,2464.7922,10.0,11450,18814708.0,inf,0.00040835372
1692385,0.00068960746,259.8158,4739.315,58.695156,10.0,-1.2433381e+24,72505.016,527.9401731491089,2596.9591352136695,10.226168,10,,260.74,1.0,72505.016,2337.1433,3.0696638,-1.2433381e+24,0.4189424,1177.3684,-1.0,72505.016,8385917.5,-212.03009,4999.131,1.3280582e-08,,,50,-207.97142,23,True,2596.959,10.0,11500,8385917.5,3.7127153e+35,0.00068960746
1706960,50.0,339.80914,4659.584,12747.552,10.0,-1.9268721e+19,1.0,531.0758419036865,2905.6410062410014,2941.2495,1,,291.5,1.0,1.0,2565.8318,1239.7638,-12343683.0,0.4189424,1363.8757,-1.0,1.0,17479287000.0,-233.57153,4999.393,0.08124141,,,50,-233.57153,24,True,2905.6414,10.0,11550,10302907.0,8.915133e+25,50.0
1718033,6.049823e-10,9.982253,4989.101,266.6176,10.0,-inf,82647050000.0,533.5483932495117,2204.4545347247677,37.35742,2,,221.46,1.0,82647050000.0,2194.4724,5.880269,-inf,0.4189424,1090.53,-1.0,82647050000.0,113415570.0,-220.33307,4999.0835,1.9220925e-10,,,50,-213.50908,24,True,2204.4546,10.0,11600,113415570.0,inf,6.049823e-10
1727504,7.675332e-07,9.981175,4988.3535,10.903168,10.0,-inf,65143756.0,535.8304002285004,1883.9426875813795,1.5327094,3,,189.42,1.0,65143760.0,1873.9615,0.27926627,-inf,0.4189424,881.1879,-1.0,65143756.0,896379.8,-207.21025,4998.3345,9.42595e-13,,,50,-195.84908,24,True,1883.9426,10.0,11650,896379.8,inf,7.6753327e-07
1736857,0.00012605611,19.960121,4979.257,43.3227,10.0,-inf,396648.75,538.2010309696198,1860.728171559904,7.296789,4,,187.06,1.0,396648.75,1840.7681,1.5299356,-inf,0.4189424,1164.0013,-1.0,396648.75,8140909.5,-228.76099,4999.217,3.910871e-11,,,50,-227.26013,24,True,1860.7281,10.0,11700,8140909.5,inf,0.00012605611
1747267,3.2889415e-07,349.67233,4648.9575,115.371086,10.0,-inf,152024590.0,540.8189265727997,2071.5586050898464,17.608448,5,,208.2,1.0,152024590.0,1721.8864,3.5093431,-inf,0.4189424,1141.6869,-1.0,152024590.0,18940096.0,-227.09013,4998.63,3.521713e-11,,,50,-218.90639,24,True,2071.5586,10.0,11750,18940096.0,inf,3.2889415e-07
1760097,2.1351747e-09,609.8152,4387.885,14.425187,10.0,-inf,23417289000.0,543.731333732605,2555.6054740066743,2.0604055,6,,256.6,1.0,23417289000.0,1945.7903,0.39951706,-inf,0.4189424,1050.6797,-1.0,23417289000.0,2712637.2,-259.3567,4997.7,9.354961e-11,,,50,-252.37424,24,True,2555.6057,10.0,11800,2712637.2,inf,2.1351747e-09
1770219,4.317326e-09,39.928734,4958.709,824031.06,10.0,-inf,11581242000.0,546.2176856994629,2014.0089283536263,115363.83,7,,202.44,1.0,11581242000.0,1974.0803,16484.252,-inf,0.4189424,913.16113,-1.0,11581242000.0,77549330000.0,-227.44096,4998.6377,2.1585389e-16,,,50,-220.26553,24,True,2014.0089,10.0,11850,77549330000.0,inf,4.317326e-09
1780669,4.039454e-07,69.901695,4929.52,1093.2583,10.0,-inf,123779100.0,548.630402803421,2079.840933409839,156.57893,8,,209.0,1.0,123779100.0,2009.9392,27.152308,-inf,0.4189424,1163.3184,-1.0,123779100.0,5448176.5,-262.56467,4999.422,4.7750324e-14,,,50,-255.77327,24,True,2079.8408,10.0,11900,5448176.5,inf,4.039454e-07
1791814,2.9236867e-06,,4999.1416,1.7508035,10.0,-inf,17101696.0,551.2702140808105,2219.007987855386,0.4317892,9,,222.9,1.0,17101696.0,2219.008,0.17856789,-inf,0.4189424,1281.2579,-1.0,17101696.0,185969.9,-236.74596,4999.1416,5.1744255e-11,,,50,-231.91559,24,True,2219.008,10.0,11950,185969.9,inf,2.9236867e-06
1803418,5.3364467e-05,489.76797,4509.3613,11.907007,10.0,-inf,936953.1,553.9794700145721,2310.61955375942,2.2508388,10,,232.08,1.0,936953.06,1820.8516,0.5911201,-inf,0.4189424,1151.4706,-1.0,936953.1,4304201.5,-243.87807,4999.1294,3.7398413e-13,,,50,-235.64792,24,True,2310.6194,10.0,12000,4304201.5,inf,5.3364463e-05
1813876,50.0,439.7655,4509.3154,1635858.4,10.0,-2.8596076e+21,1.0,556.4360113143921,2081.0696966624355,244831.08,1,,209.16,1.0,1.0,1641.3042,69779.33,-7439026.5,0.4189424,1052.7477,-1.0,1.0,227505300000.0,-190.25153,4949.081,0.24479146,,,50,-190.25153,25,True,2081.0696,10.0,12050,5439128.5,2.044588e+30,50.0
1827086,8.583074e-16,9.980191,4989.1294,0.413448,10.0,-inf,5.8254183e+16,559.2278418540955,2633.076244822655,0.067943245,2,,264.2,1.0,5.8254188e+16,2623.096,0.013798597,-inf,0.4189424,1690.3816,-1.0,5.8254183e+16,2644.341,-236.78415,4999.1094,6.2009225e-25,,,50,-231.1299,25,True,2633.0762,10.0,12100,2644.341,inf,8.5830743e-16
1839061,3.002942e-10,299.78998,4699.3223,20.26996,10.0,-inf,166503380000.0,561.8229110240936,2385.198852959895,2.8362463,3,,239.5,1.0,166503380000.0,2085.409,0.41873413,-inf,0.4189424,1448.0695,-1.0,166503380000.0,2642026.5,-231.57904,4999.1123,8.7927907e-13,,,50,-225.47496,25,True,2385.199,10.0,12150,2642026.5,inf,3.002942e-10
1850633,1.5941218e-08,39.932297,4959.08,1.4986602,10.0,-inf,3136523300.0,564.3124394416809,2305.418681266457,0.28711137,4,,231.44,1.0,3136523300.0,2265.4863,0.096184626,-inf,0.4189424,1699.1311,-1.0,3136523300.0,70495.88,-258.12897,4999.012,1.0987419e-15,,,50,-241.571,25,True,2305.4187,10.0,12200,70495.88,inf,1.5941218e-08
1865199,1.0060578e-14,309.75653,4689.416,0.038633652,10.0,-inf,4969893500000000.0,567.4871008396149,2904.4167036823924,0.0074396757,5,,291.32,1.0,4969893500000000.0,2594.6602,0.002384235,-inf,0.4189424,1559.1462,-1.0,4969893500000000.0,21838.645,-233.06227,4999.1724,1.4889272e-23,,,50,-225.70728,25,True,2904.4165,10.0,12250,21838.645,inf,1.0060578e-14
1878951,2.3858743e-12,29.95623,4969.435,0.7994847,10.0,-inf,20956678000000.0,570.6864984035492,2740.8622234086397,0.115282245,6,,275.04,1.0,20956678000000.0,2710.906,0.021439277,-inf,0.4189424,1649.7732,-1.0,20956678000000.0,112946.38,-236.17378,4999.391,2.4579173e-16,,,50,-225.8214,25,True,2740.8623,10.0,12300,112946.38,inf,2.3858743e-12
1893539,6.64617e-11,49.93491,4949.3784,1.0430295,10.0,-inf,752313040000.0,573.9073767662048,2909.1989726809643,0.17889506,7,,291.76,1.0,752313040000.0,2859.2637,0.0413452,-inf,0.4189424,1687.4484,-1.0,752313040000.0,99465.14,-260.36603,4999.3135,1.266356e-18,,,50,-251.11974,25,True,2909.1987,10.0,12350,99465.14,inf,6.64617e-11
1905524,4.7628907e-14,9.98242,4989.307,227804.4,10.0,-inf,1049782700000000.0,576.8370792865753,2387.73440538793,31890.514,8,,239.7,1.0,1049782700000000.0,2377.752,4571.199,-inf,0.4189424,1539.5171,-1.0,1049782700000000.0,46698234000.0,-260.21677,4999.2896,5.2839186e-17,,,50,-244.6169,25,True,2387.7344,10.0,12400,46698234000.0,inf,4.7628907e-14
1917812,1.6549727e-10,,4999.3574,26266.664,10.0,-inf,302119780000.0,579.2927770614624,2447.989782201808,3677.3154,9,,245.76,1.0,302119780000.0,2447.9897,525.45575,-inf,0.4189424,1576.9033,-1.0,302119780000.0,1501335000.0,-227.56007,4999.3574,1.3479744e-15,,,50,-222.8088,25,True,2447.9897,10.0,12450,1501335000.0,inf,1.6549727e-10
1931234,4.025221e-11,,4999.2646,17253.457,10.0,-inf,1242167800000.0,581.6671755313873,2675.6867160147544,2415.3796,10,,268.44,1.0,1242167800000.0,2675.6868,345.82245,-inf,0.4189424,1702.2441,-1.0,1242167800000.0,3711688200.0,-229.53702,4999.2646,3.8963264e-24,,,50,-220.4838,25,True,2675.6868,10.0,12500,3711688200.0,inf,4.025221e-11
1944036,50.0,,4998.8555,4932.198,10.0,-53366537000000.0,1.0,584.3252835273743,2550.570917693216,764.8524,1,,256.04,1.0,1.0,2550.571,245.51877,-10857518.0,0.4189424,1520.4519,-1.0,1.0,4897661400.0,-237.26686,4998.8555,0.023320848,,,50,-237.26686,26,True,2550.571,10.0,12550,8817185.0,684017500000000.0,50.0
1956526,0.050433654,19.961693,4978.615,154.53734,10.0,-1.114903e+18,991.4014,587.0874955654144,2487.967381077237,21.588167,2,,249.8,1.0,991.4015,2468.0059,3.9441788,-1.114903e+18,0.4189424,1516.7098,-1.0,991.4014,30179802.0,-220.59161,4998.577,1.4902574e-07,,,50,-216.23517,26,True,2487.9675,10.0,12600,30179802.0,2.986619e+23,0.050433658
1969865,0.042973295,49.91253,4949.433,2544.6182,10.0,-5.165261e+18,1163.5133,590.1813163757324,2658.1732943885636,391.0992,3,,266.78,1.0,1163.5133,2608.261,75.77395,-5.165261e+18,0.4189424,1423.3055,-1.0,1163.5133,334941920.0,-230.66116,4999.3457,1.2383316e-06,,,50,-228.75703,26,True,2658.173,10.0,12650,334941920.0,6.406534e+24,0.042973295
1984707,0.09314015,679.53076,4319.6904,2375.684,10.0,-3.1023188e+17,536.82544,593.4387538433075,2958.573608572592,332.5344,4,,296.84,1.0,536.82544,2279.043,47.9602,-3.1023188e+17,0.4189424,1178.9314,-1.0,536.82544,624870850.0,-235.41998,4999.221,3.2336466e-08,,,50,-232.30463,26,True,2958.5735,10.0,12700,624870850.0,2.3112912e+22,0.09314015
1998920,0.044551454,19.963879,4979.247,50.83519,10.0,-2.2454901e+18,1122.2979,596.5713000297546,2832.7941011447547,7.1326046,5,,284.26,1.0,1122.2979,2812.83,1.5478855,-2.2454901e+18,0.4189424,1496.8717,-1.0,1122.2979,12511366.0,-242.85266,4999.211,2.8140653e-07,,,50,-237.17484,26,True,2832.7944,10.0,12750,12511366.0,1.2108985e+24,0.044551454
2014486,0.010826413,9.981441,4989.2393,4.9713106,10.0,-3.5754215e+20,4618.335,599.5963616371155,3103.858209348406,1.0071747,6,,311.32,1.0,4618.335,3093.8765,0.35916215,-3.5754215e+20,0.4189424,1404.9591,-1.0,4618.335,1549387.9,-231.76958,4999.2207,1.3556784e-08,,,50,-228.05237,26,True,3103.8582,10.0,12800,1549387.9,3.0699868e+28,0.010826413
2028027,0.044950094,,4999.1514,6752.8403,10.0,-1.206465e+18,1112.3447,602.4442455768585,2698.750186501511,988.3951,7,,270.82,1.0,1112.3447,2698.7502,182.71506,-1.206465e+18,0.4189424,1540.3031,-1.0,1112.3447,3693878000.0,-236.55644,4999.1514,7.2385465e-06,,,50,-235.71849,26,True,2698.7502,10.0,12850,3693878000.0,3.4957117e+23,0.044950094
2042339,0.07915521,9.98177,4989.394,111.05121,10.0,-3.3152038e+17,631.6704,605.4581663608551,2852.931085054063,16.959484,8,,286.24,1.0,631.6704,2842.9495,4.04514,-3.3152038e+17,0.4189424,1352.6855,-1.0,631.6704,26780032.0,-232.72179,4999.376,4.556069e-08,,,50,-227.65443,26,True,2852.9312,10.0,12900,26780032.0,2.6390556e+22,0.07915521
2059613,0.052374475,319.72058,4679.726,65.21295,10.0,-1.3096008e+17,954.6635,609.2018496990204,3446.4903864861076,9.45992,9,,345.48,1.0,954.6635,3126.7698,2.037755,-1.3096008e+17,0.4189424,1417.0485,-1.0,954.6635,2916083.2,-230.06737,4999.447,3.8104115e-09,,,50,-223.76799,26,True,3446.4902,10.0,12950,2916083.2,4.117953e+21,0.052374475
2072822,0.021871442,299.8654,4699.368,175.9011,10.0,-1.9678776e+20,2286.0862,612.2291576862335,2631.9938579833415,25.313208,10,,264.18,1.0,2286.0862,2332.1287,5.5563445,-1.9678776e+20,0.4189424,1469.6589,-1.0,2286.0862,36261492.0,-205.58286,4999.2334,5.9037137e-07,,,50,-207.41739,26,True,2631.9941,10.0,13000,36261492.0,9.299804e+27,0.021871442
2087279,50.0,289.73395,4708.986,23385.596,10.0,-3329645600000.0,1.0,614.7883977890015,2881.5269577444205,3436.4011,1,,289.14,1.0,1.0,2591.7932,658.35815,-12745985.0,0.4189424,1550.0194,-1.0,1.0,16332495000.0,-234.13928,4998.7197,0.026745643,,,50,-234.13928,27,True,2881.5269,10.0,13050,10705758.0,2637430800000.0,50.0
2098673,0.18849637,29.946663,4968.8306,164.72519,10.0,-9490474000000000.0,265.2571,617.3354814052582,2268.365850292102,23.609528,2,,227.88,1.0,265.2571,2238.419,5.854278,-2562224500000000.0,0.4189424,1095.0355,-1.0,265.2571,21781812.0,-204.07253,4998.7773,7.0483525e-06,,,50,-202.40121,27,True,2268.3657,10.0,13100,16695327.0,2.1637742e+19,0.18849637
2110300,0.16082327,29.948463,4969.1606,82.94285,10.0,-1091580300000000.0,310.90027,619.8321268558502,2315.0596105227196,12.223884,3,,232.54,1.0,310.90027,2285.1108,3.1659822,-1374970400000000.0,0.4189424,1067.756,-1.0,310.90027,16040073.0,-217.98676,4999.109,3.055188e-06,,,50,-212.86725,27,True,2315.0596,10.0,13150,19498894.0,2.8617537e+17,0.16082327
2121728,0.11133976,9.98027,4749.318,3.7398522,10.0,-4279256800000000.0,449.07587,622.4438979625702,2275.0374453859204,0.5735556,4,,228.56,1.0,449.07587,2265.0571,0.1741494,-4281759500000000.0,0.4189424,1033.429,-1.0,449.07587,377158.8,-199.84569,4759.2983,4.1504234e-07,,,50,-196.5151,27,True,2275.0374,10.0,13200,383847.9,5.3537277e+18,0.11133976
2134272,0.06940717,259.8037,4739.312,747.9644,10.0,-6.771626e+16,720.38666,625.4250960350037,2498.5787206341456,104.626114,5,,250.88,1.0,720.38666,2238.775,17.275446,-6.771626e+16,0.4189424,1168.3403,-1.0,720.38666,123560820.0,-217.17929,4999.1157,3.711388e-06,,,50,-214.96066,27,True,2498.5789,10.0,13250,123560820.0,1.1012969e+21,0.06940717
2145482,0.12823519,269.76636,4729.3574,101.10711,10.0,-9378604000000000.0,389.90857,627.9493787288666,2231.759037349353,15.078503,6,,224.2,1.0,389.90857,1961.9926,3.7122312,-9378604000000000.0,0.4189424,965.08765,-1.0,389.90857,13622108.0,-209.86162,4999.124,1.39189e-06,,,50,-207.18822,27,True,2231.759,10.0,13300,13622108.0,2.112477e+19,0.12823519
2157169,0.041108202,349.76575,4389.3975,419.22443,10.0,-5.3526046e+18,1216.3022,630.3258202075958,2326.7777668323283,60.336323,7,,233.74,1.0,1216.3022,1977.0118,13.801697,-5.3526046e+18,0.4189424,963.4771,-1.0,1216.3022,142144110.0,-200.18228,4739.163,6.8747073e-07,,,50,-199.10893,27,True,2326.7778,10.0,13350,142144110.0,8.519518e+24,0.041108202
2168342,0.062856115,349.76984,4649.3955,20.076344,10.0,-2.2920954e+17,795.4675,632.9377336502075,2224.2223724129212,3.2712526,8,,223.46,1.0,795.4675,1874.4525,1.0893558,-2.2920954e+17,0.4189424,894.9345,-1.0,795.4675,6698652.0,-201.09447,4999.1655,1.1265163e-06,,,50,-202.07632,27,True,2224.2224,10.0,13400,6698652.0,1.2617304e+22,0.062856115
2180202,0.07692799,709.6307,4288.212,44.482906,10.0,-5.9215947e+16,649.9585,635.802835226059,2361.572270966523,6.2260685,9,,237.2,1.0,649.9585,1651.9418,1.0723684,-5.9215947e+16,0.4189424,867.1403,-1.0,649.9585,9006656.0,-227.31845,4997.843,7.3499814e-07,,,50,-226.32413,27,True,2361.5723,10.0,13450,9006656.0,8.4302086e+20,0.07692799
2190533,0.15653606,9.985506,4728.5293,74.52213,10.0,-1648056400000000.0,319.41522,638.3123474121094,2055.6804911132804,13.711952,10,,206.62,1.0,319.41522,2045.6948,3.5667918,-1648689500000000.0,0.4189424,981.1428,-1.0,319.41522,16136310.0,-212.2081,4738.5146,3.5616683e-08,,,50,-210.07564,27,True,2055.6804,10.0,13500,16223394.0,8.081025e+17,0.15653606
2201562,50.0,309.7679,4688.896,8394.945,10.0,-4391512800000.0,1.0,640.7153844833374,2195.4193416374223,1468.0114,1,,220.58,1.0,1.0,1885.6514,678.64923,-7839356.5,0.4189424,989.60455,-1.0,1.0,2180874800.0,-205.11562,4998.664,0.097285174,,,50,-205.11562,28,True,2195.4194,10.0,13550,5799183.0,4628842000000.0,50.0
2215805,5.4585944e-06,279.80652,4719.482,8.0664015,10.0,-inf,9159867.0,643.9043271541595,2838.9131208840267,1.2680936,2,,284.86,1.0,9159867.0,2559.1064,0.36416358,-inf,0.4189424,1476.3517,-1.0,9159867.0,5042268.5,-238.86983,4999.2886,1.8331841e-11,,,50,-235.79407,28,True,2838.913,10.0,13600,5042268.5,inf,5.4585944e-06
2231600,9.1254595e-05,309.79294,4689.561,7.106203,10.0,-inf,547917.6,647.5693049430847,3149.951230056318,1.0257001,3,,315.9,1.0,547917.6,2840.1582,0.23329628,-inf,0.4189424,1493.7612,-1.0,547917.6,1337559.2,-227.03159,4999.354,2.6822865e-11,,,50,-224.36906,28,True,3149.9512,10.0,13650,1337559.2,inf,9.1254595e-05
